naics4d,naics4d_label,tech40_id,tech40_label,tech40_labelshort,cosine4d,n_patent,xposure4d
3222,Converted Paper Product Manufacturing,23,Digital Authentication,Digital Authentification,5.336149446065372,28,2.376317862362182
3222,Converted Paper Product Manufacturing,24,E-Learning,E-Learning,4.261532420269406,21,2.156266158260074
3222,Converted Paper Product Manufacturing,25,Location-Based Services & Tracking,Location-Based Services,2.6285307866818624,11,1.6939364338151588
3222,Converted Paper Product Manufacturing,26,Voice Communication,Voice Communication,6.4591891251824665,24,2.5645899833879024
3222,Converted Paper Product Manufacturing,27,Electronic Messaging,Electronic Messaging,8.074201830463874,35,2.785634111132761
3222,Converted Paper Product Manufacturing,28,Workflow Management,Workflow Management,22.974030898031007,87,3.8279849898163967
3222,Converted Paper Product Manufacturing,29,Cloud Storage & Data Security,Cloud Storage,5.498520067664137,32,2.4057943524697754
3222,Converted Paper Product Manufacturing,30,Information Processing,Information Processing,32.585770077785675,122,4.1772582319013205
3222,Converted Paper Product Manufacturing,31,Cloud Computing,Cloud Computing,11.807334065283388,43,3.1636564768154263
3222,Converted Paper Product Manufacturing,32,Recommender Systems,Recommender Systems,1.455348983268203,6,1.1697373338878487
3222,Converted Paper Product Manufacturing,33,Social Networking & Media Platforms,Social Networking,1.2446434170448626,5,1.0442424048303287
3222,Converted Paper Product Manufacturing,34,Digital Media Content,Digital Media Content,6.535151722253661,27,2.5761456801633877
3222,Converted Paper Product Manufacturing,35,Augmented and Virtual Reality (AR/VR),AR/VR,3.853821673360062,20,2.0586355076631206
3222,Converted Paper Product Manufacturing,36,Machine Learning & Neural Networks,Machine Learning,9.454206806165695,55,2.9423923083272414
3222,Converted Paper Product Manufacturing,37,Medical Imaging & Image Processing,Medical Imaging,7.631955207120038,25,2.7297559589129237
3222,Converted Paper Product Manufacturing,38,Health Monitoring,Health Monitoring,0.7831327776694688,3,0.7194429204221477
3222,Converted Paper Product Manufacturing,39,Medical Information,Medical Information,6.986301558007515,23,2.6421816488460084
3222,Converted Paper Product Manufacturing,40,E-Healthcare,E-Healthcare,0.6145463549272716,2,0.5812582071061262
3241,Petroleum and Coal Product Manufacturing,1,3D Printer Hardware,3D Printer Hardware,0.7033630675479372,5,0.6554195218215211
3241,Petroleum and Coal Product Manufacturing,2,3D Printing,3D Printing,0.41794973091549464,4,0.4066492051984425
3241,Petroleum and Coal Product Manufacturing,3,Additive Manufacturing,Additive Manufacturing,1.6979722961441874,5,1.2997918844364709
3241,Petroleum and Coal Product Manufacturing,4,Smart Agriculture & Water Management,Smart Agriculture,0,2,-0
3241,Petroleum and Coal Product Manufacturing,5,Internet of Things (IoT),IoT,0,0,-0
3241,Petroleum and Coal Product Manufacturing,6,Predictive Energy Management and Distribution,Energy Management,0.6998317394633887,5,0.6525287162316044
3241,Petroleum and Coal Product Manufacturing,7,Industrial Automation & Robot Control,Industrial Automation,1.7790814338714522,9,1.3402364512895864
3241,Petroleum and Coal Product Manufacturing,8,Remote Monitoring & Control Systems,Remote Monitoring,2.128385129807887,9,1.4996197604416117
3241,Petroleum and Coal Product Manufacturing,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
3241,Petroleum and Coal Product Manufacturing,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
3241,Petroleum and Coal Product Manufacturing,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.17325780357213566,1,0.1724024911957009
3241,Petroleum and Coal Product Manufacturing,12,Parking & Vehicle Space Management,Parking Management,0.24969924308386507,3,0.2471746741601218
3241,Petroleum and Coal Product Manufacturing,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0.7947469160976459,4,0.7285610291248243
3241,Petroleum and Coal Product Manufacturing,14,Passenger Transportation,Passenger Transportation,0,0,-0
3241,Petroleum and Coal Product Manufacturing,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
3241,Petroleum and Coal Product Manufacturing,16,Digital Advertising,Digital Advertising,0,0,-0
3241,Petroleum and Coal Product Manufacturing,17,Electronic Trading and Auctions,E-Trading,0,0,-0
3241,Petroleum and Coal Product Manufacturing,18,Online Shopping Platforms,Online Shopping,0,0,-0
3241,Petroleum and Coal Product Manufacturing,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
3241,Petroleum and Coal Product Manufacturing,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
3241,Petroleum and Coal Product Manufacturing,21,Mobile Payments,Mobile Payment,0,0,-0
3241,Petroleum and Coal Product Manufacturing,22,Gaming & Wagering Systems,Gaming,0,0,-0
3241,Petroleum and Coal Product Manufacturing,23,Digital Authentication,Digital Authentification,0,0,-0
3241,Petroleum and Coal Product Manufacturing,24,E-Learning,E-Learning,0,0,-0
3241,Petroleum and Coal Product Manufacturing,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
3241,Petroleum and Coal Product Manufacturing,26,Voice Communication,Voice Communication,0,0,-0
3241,Petroleum and Coal Product Manufacturing,27,Electronic Messaging,Electronic Messaging,0,0,-0
3241,Petroleum and Coal Product Manufacturing,28,Workflow Management,Workflow Management,2.572196448170402,9,1.6737154924999669
3241,Petroleum and Coal Product Manufacturing,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
3241,Petroleum and Coal Product Manufacturing,30,Information Processing,Information Processing,0.27631736413948454,2,0.27291675594602266
3241,Petroleum and Coal Product Manufacturing,31,Cloud Computing,Cloud Computing,4.705804064367771,25,2.2530467542402963
3241,Petroleum and Coal Product Manufacturing,32,Recommender Systems,Recommender Systems,0,0,-0
3241,Petroleum and Coal Product Manufacturing,33,Social Networking & Media Platforms,Social Networking,0,0,-0
3241,Petroleum and Coal Product Manufacturing,34,Digital Media Content,Digital Media Content,0,0,-0
3241,Petroleum and Coal Product Manufacturing,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
3241,Petroleum and Coal Product Manufacturing,36,Machine Learning & Neural Networks,Machine Learning,2.106201283952587,11,1.4901457725102527
3241,Petroleum and Coal Product Manufacturing,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
3241,Petroleum and Coal Product Manufacturing,38,Health Monitoring,Health Monitoring,0,0,-0
3241,Petroleum and Coal Product Manufacturing,39,Medical Information,Medical Information,0,0,-0
3241,Petroleum and Coal Product Manufacturing,40,E-Healthcare,E-Healthcare,0,0,-0
3251,Basic Chemical Manufacturing,1,3D Printer Hardware,3D Printer Hardware,2.0709154294463414,10,1.4749073430520894
3251,Basic Chemical Manufacturing,2,3D Printing,3D Printing,92.10033446857351,243,5.216055226634264
3251,Basic Chemical Manufacturing,3,Additive Manufacturing,Additive Manufacturing,42.33554648073982,104,4.4389137125754266
3251,Basic Chemical Manufacturing,4,Smart Agriculture & Water Management,Smart Agriculture,2.8900876716423665,17,1.783103928106653
3251,Basic Chemical Manufacturing,5,Internet of Things (IoT),IoT,2.864126971579033,15,1.7745808326657186
3251,Basic Chemical Manufacturing,6,Predictive Energy Management and Distribution,Energy Management,0.6402305654012381,4,0.6030149212900916
3251,Basic Chemical Manufacturing,7,Industrial Automation & Robot Control,Industrial Automation,4.5444809330945555,17,2.2189518086727866
3251,Basic Chemical Manufacturing,8,Remote Monitoring & Control Systems,Remote Monitoring,17.653827375581983,48,3.5649009877452653
3251,Basic Chemical Manufacturing,9,Smart Home & Intelligent Household Control,Smart Home,1.894541702873391,7,1.3954533195199124
3251,Basic Chemical Manufacturing,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
3251,Basic Chemical Manufacturing,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
3251,Basic Chemical Manufacturing,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
3251,Basic Chemical Manufacturing,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
3251,Basic Chemical Manufacturing,14,Passenger Transportation,Passenger Transportation,0,0,-0
3251,Basic Chemical Manufacturing,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
3251,Basic Chemical Manufacturing,16,Digital Advertising,Digital Advertising,0,0,-0
3251,Basic Chemical Manufacturing,17,Electronic Trading and Auctions,E-Trading,0,0,-0
3251,Basic Chemical Manufacturing,18,Online Shopping Platforms,Online Shopping,0,0,-0
3251,Basic Chemical Manufacturing,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
3251,Basic Chemical Manufacturing,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
3251,Basic Chemical Manufacturing,21,Mobile Payments,Mobile Payment,0,0,-0
3251,Basic Chemical Manufacturing,22,Gaming & Wagering Systems,Gaming,0,0,-0
3251,Basic Chemical Manufacturing,23,Digital Authentication,Digital Authentification,0,0,-0
3251,Basic Chemical Manufacturing,24,E-Learning,E-Learning,0,0,-0
3251,Basic Chemical Manufacturing,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
3251,Basic Chemical Manufacturing,26,Voice Communication,Voice Communication,0.2100869985144788,2,0.20857149072952968
3251,Basic Chemical Manufacturing,27,Electronic Messaging,Electronic Messaging,0.24802005188171508,1,0.24554518327438718
3251,Basic Chemical Manufacturing,28,Workflow Management,Workflow Management,3.1494310678730795,14,1.8646705585287295
3251,Basic Chemical Manufacturing,29,Cloud Storage & Data Security,Cloud Storage,0.21087768518166236,1,0.209345223839133
3251,Basic Chemical Manufacturing,30,Information Processing,Information Processing,0.9223267263823837,4,0.8253704082807026
3251,Basic Chemical Manufacturing,31,Cloud Computing,Cloud Computing,0,0,-0
3251,Basic Chemical Manufacturing,32,Recommender Systems,Recommender Systems,0,0,-0
3251,Basic Chemical Manufacturing,33,Social Networking & Media Platforms,Social Networking,0.42158953872973415,2,0.410005317964063
3251,Basic Chemical Manufacturing,34,Digital Media Content,Digital Media Content,0,0,-0
3251,Basic Chemical Manufacturing,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
3251,Basic Chemical Manufacturing,36,Machine Learning & Neural Networks,Machine Learning,5.1379264049631495,40,2.3391352991664456
3251,Basic Chemical Manufacturing,37,Medical Imaging & Image Processing,Medical Imaging,0.5821300107763906,3,0.5534412354367044
3251,Basic Chemical Manufacturing,38,Health Monitoring,Health Monitoring,0,0,-0
3251,Basic Chemical Manufacturing,39,Medical Information,Medical Information,0,0,-0
3251,Basic Chemical Manufacturing,40,E-Healthcare,E-Healthcare,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",1,3D Printer Hardware,3D Printer Hardware,6.4222011788251905,24,2.5589151118585747
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",2,3D Printing,3D Printing,297.18412636650385,726,6.387501912021509
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",3,Additive Manufacturing,Additive Manufacturing,168.7895883812893,398,5.8218088555301986
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",5,Internet of Things (IoT),IoT,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",7,Industrial Automation & Robot Control,Industrial Automation,0.14890304190785758,3,0.14835821136251376
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",10,Intelligent Logistics,Intelligent Logistics,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",12,Parking & Vehicle Space Management,Parking Management,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",14,Passenger Transportation,Passenger Transportation,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",16,Digital Advertising,Digital Advertising,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",17,Electronic Trading and Auctions,E-Trading,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",18,Online Shopping Platforms,Online Shopping,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",20,Electronic Payments & Financial Transactions,E-Payment,0,1,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",21,Mobile Payments,Mobile Payment,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",22,Gaming & Wagering Systems,Gaming,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",23,Digital Authentication,Digital Authentification,0.23202585582855853,2,0.22999284226763156
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",24,E-Learning,E-Learning,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",26,Voice Communication,Voice Communication,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",27,Electronic Messaging,Electronic Messaging,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",28,Workflow Management,Workflow Management,0,1,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",30,Information Processing,Information Processing,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",31,Cloud Computing,Cloud Computing,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",32,Recommender Systems,Recommender Systems,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",33,Social Networking & Media Platforms,Social Networking,0.3380650692850182,3,0.3319358725358231
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",34,Digital Media Content,Digital Media Content,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",35,Augmented and Virtual Reality (AR/VR),AR/VR,0,1,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",36,Machine Learning & Neural Networks,Machine Learning,3.608300467410403,22,1.9950549597074478
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",37,Medical Imaging & Image Processing,Medical Imaging,0.1607390338435327,1,0.16005478978290114
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",38,Health Monitoring,Health Monitoring,0.31822775120762586,1,0.3130876138822941
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",39,Medical Information,Medical Information,0,0,-0
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing",40,E-Healthcare,E-Healthcare,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",1,3D Printer Hardware,3D Printer Hardware,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",2,3D Printing,3D Printing,0.3764178613253822,2,0.36805187948909907
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",3,Additive Manufacturing,Additive Manufacturing,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",4,Smart Agriculture & Water Management,Smart Agriculture,22.74499967960679,62,3.8179754034375484
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",5,Internet of Things (IoT),IoT,7.596484066481031,24,2.7251370755491218
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",7,Industrial Automation & Robot Control,Industrial Automation,0.666175322993766,2,0.6247362482484634
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",10,Intelligent Logistics,Intelligent Logistics,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,2,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",12,Parking & Vehicle Space Management,Parking Management,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",14,Passenger Transportation,Passenger Transportation,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",16,Digital Advertising,Digital Advertising,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",17,Electronic Trading and Auctions,E-Trading,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",18,Online Shopping Platforms,Online Shopping,0,1,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",21,Mobile Payments,Mobile Payment,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",22,Gaming & Wagering Systems,Gaming,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",23,Digital Authentication,Digital Authentification,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",24,E-Learning,E-Learning,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",26,Voice Communication,Voice Communication,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",27,Electronic Messaging,Electronic Messaging,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",28,Workflow Management,Workflow Management,0,1,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",30,Information Processing,Information Processing,0,1,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",31,Cloud Computing,Cloud Computing,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",32,Recommender Systems,Recommender Systems,0.29429972864936416,1,0.2902089153748172
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",33,Social Networking & Media Platforms,Social Networking,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",34,Digital Media Content,Digital Media Content,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",36,Machine Learning & Neural Networks,Machine Learning,3.3674720361797372,19,1.928660344354014
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",37,Medical Imaging & Image Processing,Medical Imaging,0.3741338579620092,1,0.36591349475517165
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",38,Health Monitoring,Health Monitoring,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",39,Medical Information,Medical Information,0,0,-0
3253,"Pesticide, Fertilizer and Other Agricultural Chemical Manufacturing",40,E-Healthcare,E-Healthcare,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,2,3D Printing,3D Printing,2.4174732159971857,7,1.6161376133156222
3254,Pharmaceutical and Medicine Manufacturing,3,Additive Manufacturing,Additive Manufacturing,2.5214223893853753,10,1.6551579686980644
3254,Pharmaceutical and Medicine Manufacturing,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,5,Internet of Things (IoT),IoT,0.3465935510377029,1,0.34000464599788127
3254,Pharmaceutical and Medicine Manufacturing,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,7,Industrial Automation & Robot Control,Industrial Automation,1.947920972878138,7,1.4200994564054905
3254,Pharmaceutical and Medicine Manufacturing,8,Remote Monitoring & Control Systems,Remote Monitoring,0,1,-0
3254,Pharmaceutical and Medicine Manufacturing,9,Smart Home & Intelligent Household Control,Smart Home,0,1,-0
3254,Pharmaceutical and Medicine Manufacturing,10,Intelligent Logistics,Intelligent Logistics,0.3979957217182782,3,0.3881737516638183
3254,Pharmaceutical and Medicine Manufacturing,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,14,Passenger Transportation,Passenger Transportation,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,15,Food Ordering & Vending Systems,Food Ordering,0,3,-0
3254,Pharmaceutical and Medicine Manufacturing,16,Digital Advertising,Digital Advertising,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,17,Electronic Trading and Auctions,E-Trading,0.2664396885072295,1,0.2633839042291956
3254,Pharmaceutical and Medicine Manufacturing,18,Online Shopping Platforms,Online Shopping,2.99765633855271,8,1.8177050677489353
3254,Pharmaceutical and Medicine Manufacturing,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,20,Electronic Payments & Financial Transactions,E-Payment,1.0670939935952726,5,0.9280295299208867
3254,Pharmaceutical and Medicine Manufacturing,21,Mobile Payments,Mobile Payment,0.2645341464672023,2,0.26154216331338637
3254,Pharmaceutical and Medicine Manufacturing,22,Gaming & Wagering Systems,Gaming,0.15896880671469568,1,0.15830675597526206
3254,Pharmaceutical and Medicine Manufacturing,23,Digital Authentication,Digital Authentification,0.3430295507183802,3,0.3366353208249376
3254,Pharmaceutical and Medicine Manufacturing,24,E-Learning,E-Learning,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,26,Voice Communication,Voice Communication,0,1,-0
3254,Pharmaceutical and Medicine Manufacturing,27,Electronic Messaging,Electronic Messaging,0,6,-0
3254,Pharmaceutical and Medicine Manufacturing,28,Workflow Management,Workflow Management,24.252709365200293,91,3.8821002772835556
3254,Pharmaceutical and Medicine Manufacturing,29,Cloud Storage & Data Security,Cloud Storage,0,1,-0
3254,Pharmaceutical and Medicine Manufacturing,30,Information Processing,Information Processing,1.1250409332048465,10,0.9670868255480627
3254,Pharmaceutical and Medicine Manufacturing,31,Cloud Computing,Cloud Computing,0.20251561860508,2,0.20115627845291467
3254,Pharmaceutical and Medicine Manufacturing,32,Recommender Systems,Recommender Systems,2.351721063522061,8,1.5907082736544689
3254,Pharmaceutical and Medicine Manufacturing,33,Social Networking & Media Platforms,Social Networking,0,0,-0
3254,Pharmaceutical and Medicine Manufacturing,34,Digital Media Content,Digital Media Content,0.3257185530264425,2,0.32021792820056516
3254,Pharmaceutical and Medicine Manufacturing,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.25525423902677374,1,0.25256065309793774
3254,Pharmaceutical and Medicine Manufacturing,36,Machine Learning & Neural Networks,Machine Learning,5.6054916642332655,28,2.424756968309373
3254,Pharmaceutical and Medicine Manufacturing,37,Medical Imaging & Image Processing,Medical Imaging,24.307217355785102,94,3.8843433548449893
3254,Pharmaceutical and Medicine Manufacturing,38,Health Monitoring,Health Monitoring,5.054460849186872,22,2.3230634418629235
3254,Pharmaceutical and Medicine Manufacturing,39,Medical Information,Medical Information,315.0898614353003,852,6.446007571180274
3254,Pharmaceutical and Medicine Manufacturing,40,E-Healthcare,E-Healthcare,22.565387692297676,73,3.8100550030257483
3255,"Paint, Coating and Adhesive Manufacturing",1,3D Printer Hardware,3D Printer Hardware,23.414140262514998,69,3.8469430131962157
3255,"Paint, Coating and Adhesive Manufacturing",2,3D Printing,3D Printing,210.63526564173384,529,6.0432808541744425
3255,"Paint, Coating and Adhesive Manufacturing",3,Additive Manufacturing,Additive Manufacturing,123.20649995969464,300,5.50702545848393
3255,"Paint, Coating and Adhesive Manufacturing",4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
3255,"Paint, Coating and Adhesive Manufacturing",5,Internet of Things (IoT),IoT,0,0,-0
3255,"Paint, Coating and Adhesive Manufacturing",6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
3255,"Paint, Coating and Adhesive Manufacturing",7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
3255,"Paint, Coating and Adhesive Manufacturing",8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
3255,"Paint, Coating and Adhesive Manufacturing",9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
3255,"Paint, Coating and Adhesive Manufacturing",10,Intelligent Logistics,Intelligent Logistics,0,0,-0
3255,"Paint, Coating and Adhesive Manufacturing",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
3255,"Paint, Coating and Adhesive Manufacturing",12,Parking & Vehicle Space Management,Parking Management,0,0,-0
3255,"Paint, Coating and Adhesive Manufacturing",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
3255,"Paint, Coating and Adhesive Manufacturing",14,Passenger Transportation,Passenger Transportation,0,0,-0
3255,"Paint, Coating and Adhesive Manufacturing",15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
