nace1d,nace1d_label,tech40_id,tech40_label,tech40_labelshort,cosine1d,n_patent,xposure1d
F,CONSTRUCTION,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,34.27469217207921,2417,4.227767167363719
F,CONSTRUCTION,12,Parking & Vehicle Space Management,Parking Management,18.03337731577128,1401,3.586139383048033
F,CONSTRUCTION,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,19.96813622703727,1295,3.6879114023801605
F,CONSTRUCTION,14,Passenger Transportation,Passenger Transportation,5.985774372544871,388,2.4894384722992506
F,CONSTRUCTION,15,Food Ordering & Vending Systems,Food Ordering,0.06415608068747107,3,0.06411215090561778
F,CONSTRUCTION,16,Digital Advertising,Digital Advertising,0.20773612128854463,20,0.20627029443331937
F,CONSTRUCTION,17,Electronic Trading and Auctions,E-Trading,1.7531793272183065,106,1.3274740755957217
F,CONSTRUCTION,18,Online Shopping Platforms,Online Shopping,0,5,-0
F,CONSTRUCTION,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
F,CONSTRUCTION,20,Electronic Payments & Financial Transactions,E-Payment,0.05257616209990992,5,0.052551969880145065
F,CONSTRUCTION,21,Mobile Payments,Mobile Payment,0.0907888997444958,15,0.09066463697592748
F,CONSTRUCTION,22,Gaming & Wagering Systems,Gaming,0,0,-0
F,CONSTRUCTION,23,Digital Authentication,Digital Authentification,0.08917326654762986,22,0.08905550506144612
F,CONSTRUCTION,24,E-Learning,E-Learning,0.24067243427625232,20,0.23840756577677163
F,CONSTRUCTION,25,Location-Based Services & Tracking,Location-Based Services,0.9328344341167397,79,0.8330742005948302
F,CONSTRUCTION,26,Voice Communication,Voice Communication,0.46536912878266756,41,0.45002458063568573
F,CONSTRUCTION,27,Electronic Messaging,Electronic Messaging,0.16179256691133867,8,0.16109488491532906
F,CONSTRUCTION,28,Workflow Management,Workflow Management,61.887337117893196,3361,4.818528036374826
F,CONSTRUCTION,29,Cloud Storage & Data Security,Cloud Storage,0.047770599428106686,13,0.047752449069265845
F,CONSTRUCTION,30,Information Processing,Information Processing,1.10606282015935,96,0.9544190777474427
F,CONSTRUCTION,31,Cloud Computing,Cloud Computing,5.602827831969946,468,2.4242890283807816
F,CONSTRUCTION,32,Recommender Systems,Recommender Systems,0.2922615531585355,27,0.2882531177999476
F,CONSTRUCTION,33,Social Networking & Media Platforms,Social Networking,0.09981220580221367,7,0.09964721495214987
F,CONSTRUCTION,34,Digital Media Content,Digital Media Content,0,0,-0
F,CONSTRUCTION,35,Augmented and Virtual Reality (AR/VR),AR/VR,1.5712152833514739,133,1.2336280880968375
F,CONSTRUCTION,36,Machine Learning & Neural Networks,Machine Learning,1.4763190146982814,164,1.1815551765097139
F,CONSTRUCTION,37,Medical Imaging & Image Processing,Medical Imaging,0.26680073866343695,25,0.26373276753795977
F,CONSTRUCTION,38,Health Monitoring,Health Monitoring,0.4518169772599756,36,0.4377060457968945
F,CONSTRUCTION,39,Medical Information,Medical Information,0.22453630782933404,15,0.2226911462602969
F,CONSTRUCTION,40,E-Healthcare,E-Healthcare,0.1745624914934986,16,0.17368788561987036
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1,3D Printer Hardware,3D Printer Hardware,0.032350270867415765,28,0.032344630880909706
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2,3D Printing,3D Printing,0.11600437639363739,39,0.11574576066229733
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,Additive Manufacturing,Additive Manufacturing,0,1,-0
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,4,Smart Agriculture & Water Management,Smart Agriculture,5.9558756596153355,1420,2.484499780795695
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Internet of Things (IoT),IoT,6.187561849521178,1821,2.522155074391342
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,6,Predictive Energy Management and Distribution,Energy Management,7.854696871984212,2572,2.7582865604182945
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,7,Industrial Automation & Robot Control,Industrial Automation,8.368847522312954,2267,2.821213912968951
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,8,Remote Monitoring & Control Systems,Remote Monitoring,1.969985161928166,489,1.4301312854595947
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,9,Smart Home & Intelligent Household Control,Smart Home,16.54781732110299,4074,3.5003131163547123
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,10,Intelligent Logistics,Intelligent Logistics,28.72896226036873,6739,4.051355695547638
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,3.418467870383281,976,1.9430773045451417
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,12,Parking & Vehicle Space Management,Parking Management,1.0158013788520208,300,0.8925028278364829
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,13.496404971149728,3463,3.2969401881608085
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,14,Passenger Transportation,Passenger Transportation,1.068868372861841,340,0.9292423052454766
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,15,Food Ordering & Vending Systems,Food Ordering,17.64177239594425,4402,3.564218994899313
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,16,Digital Advertising,Digital Advertising,23.62093349158007,6725,3.8557282809617557
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,17,Electronic Trading and Auctions,E-Trading,48.60660525946788,12965,4.577012411662493
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,18,Online Shopping Platforms,Online Shopping,255.73715459044473,59365,6.2373011802208005
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,19,E-Coupons & Promotion Management,E-Coupons,23.846585359778917,6787,3.8652275568081196
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,20,Electronic Payments & Financial Transactions,E-Payment,27.111534314525397,8057,3.9934463846887036
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,21,Mobile Payments,Mobile Payment,16.897578177115467,4895,3.521191911805411
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,22,Gaming & Wagering Systems,Gaming,7.70801028090624,2200,2.7395887555034304
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,23,Digital Authentication,Digital Authentification,4.230113616926082,1529,2.149063280227061
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,24,E-Learning,E-Learning,1.1509186595349483,322,0.9841688215664229
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,25,Location-Based Services & Tracking,Location-Based Services,5.121204608998826,1496,2.3359356452835613
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,26,Voice Communication,Voice Communication,7.453590875647327,2041,2.706312981892425
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,27,Electronic Messaging,Electronic Messaging,0.7802570213769151,212,0.7171772434133341
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,28,Workflow Management,Workflow Management,3.702546990305101,968,2.0199249758462403
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,29,Cloud Storage & Data Security,Cloud Storage,0.5805126577159606,186,0.5520429771532616
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,30,Information Processing,Information Processing,10.877119868071123,2631,3.081915064372875
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,31,Cloud Computing,Cloud Computing,0.874393815276179,342,0.789712456388179
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,32,Recommender Systems,Recommender Systems,19.97831892354709,6243,3.6884205818864855
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,33,Social Networking & Media Platforms,Social Networking,0.949767866918406,323,0.8454043909327634
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,34,Digital Media Content,Digital Media Content,5.286555998916061,1508,2.367141766720826
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,35,Augmented and Virtual Reality (AR/VR),AR/VR,3.4486605763578644,979,1.9515199752999373
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,36,Machine Learning & Neural Networks,Machine Learning,0.07072984570791818,69,0.07067100457917148
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,37,Medical Imaging & Image Processing,Medical Imaging,0.02364179347690418,11,0.023639591662056817
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,38,Health Monitoring,Health Monitoring,0.38183173776645407,159,0.3731141486015172
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,39,Medical Information,Medical Information,48.88246664837471,11060,4.582670565674311
G,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,40,E-Healthcare,E-Healthcare,5.3044475263612485,1351,2.3704617202340508
H,TRANSPORTATION AND STORAGE,1,3D Printer Hardware,3D Printer Hardware,0.016702151655669396,11,0.016701375209225357
H,TRANSPORTATION AND STORAGE,2,3D Printing,3D Printing,0,1,-0
H,TRANSPORTATION AND STORAGE,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
H,TRANSPORTATION AND STORAGE,4,Smart Agriculture & Water Management,Smart Agriculture,1.6414364768040641,173,1.2707421509250854
H,TRANSPORTATION AND STORAGE,5,Internet of Things (IoT),IoT,10.140505913314447,728,3.012107452231199
H,TRANSPORTATION AND STORAGE,6,Predictive Energy Management and Distribution,Energy Management,11.522010818657135,979,3.1392842172870776
H,TRANSPORTATION AND STORAGE,7,Industrial Automation & Robot Control,Industrial Automation,13.884336379943031,1034,3.3252028406910354
H,TRANSPORTATION AND STORAGE,8,Remote Monitoring & Control Systems,Remote Monitoring,10.006794218321001,671,2.99889877300248
H,TRANSPORTATION AND STORAGE,9,Smart Home & Intelligent Household Control,Smart Home,0.21080039349375373,22,0.2092695948457894
H,TRANSPORTATION AND STORAGE,10,Intelligent Logistics,Intelligent Logistics,316.71797044514335,17077,6.4511613675537935
H,TRANSPORTATION AND STORAGE,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,165.61046785051195,12395,5.802794747209414
H,TRANSPORTATION AND STORAGE,12,Parking & Vehicle Space Management,Parking Management,155.51307966009458,11630,5.739887359328604
H,TRANSPORTATION AND STORAGE,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,303.25997661444734,19791,6.4077403451855774
H,TRANSPORTATION AND STORAGE,14,Passenger Transportation,Passenger Transportation,355.48150003943385,22312,6.56662236753614
H,TRANSPORTATION AND STORAGE,15,Food Ordering & Vending Systems,Food Ordering,4.4233133407141745,287,2.1925755157953546
H,TRANSPORTATION AND STORAGE,16,Digital Advertising,Digital Advertising,5.634034853951787,408,2.429757500607289
H,TRANSPORTATION AND STORAGE,17,Electronic Trading and Auctions,E-Trading,5.862954349463463,513,2.4689956176752434
H,TRANSPORTATION AND STORAGE,18,Online Shopping Platforms,Online Shopping,15.21208158289112,887,3.4163157327676723
H,TRANSPORTATION AND STORAGE,19,E-Coupons & Promotion Management,E-Coupons,0.9010918432003406,93,0.8096782760424027
H,TRANSPORTATION AND STORAGE,20,Electronic Payments & Financial Transactions,E-Payment,43.45265335613901,3172,4.464951476923299
H,TRANSPORTATION AND STORAGE,21,Mobile Payments,Mobile Payment,7.11860254843352,562,2.660755949784512
H,TRANSPORTATION AND STORAGE,22,Gaming & Wagering Systems,Gaming,0.6324619624567536,81,0.5964608001880545
H,TRANSPORTATION AND STORAGE,23,Digital Authentication,Digital Authentification,4.743840929006653,443,2.2609227556080946
H,TRANSPORTATION AND STORAGE,24,E-Learning,E-Learning,0.08848807190469397,23,0.08837299793380156
H,TRANSPORTATION AND STORAGE,25,Location-Based Services & Tracking,Location-Based Services,52.16255900732462,3808,4.647604025300977
H,TRANSPORTATION AND STORAGE,26,Voice Communication,Voice Communication,10.905709940312464,762,3.0845290807235703
H,TRANSPORTATION AND STORAGE,27,Electronic Messaging,Electronic Messaging,13.948922190091865,1091,3.3298318227681682
H,TRANSPORTATION AND STORAGE,28,Workflow Management,Workflow Management,18.61019586527482,1338,3.6175778308803626
H,TRANSPORTATION AND STORAGE,29,Cloud Storage & Data Security,Cloud Storage,15.249955201388083,1378,3.418797002891377
H,TRANSPORTATION AND STORAGE,30,Information Processing,Information Processing,11.42719512584347,726,3.1310522812027766
H,TRANSPORTATION AND STORAGE,31,Cloud Computing,Cloud Computing,34.32305421306633,3006,4.2291765870529385
H,TRANSPORTATION AND STORAGE,32,Recommender Systems,Recommender Systems,1.6331596574233338,163,1.2664279932477618
H,TRANSPORTATION AND STORAGE,33,Social Networking & Media Platforms,Social Networking,1.0996033306297517,105,0.9500800747845616
H,TRANSPORTATION AND STORAGE,34,Digital Media Content,Digital Media Content,3.716402454399429,261,2.0235313878429975
H,TRANSPORTATION AND STORAGE,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.6923724401803155,70,0.6464066303745761
H,TRANSPORTATION AND STORAGE,36,Machine Learning & Neural Networks,Machine Learning,0.5207267327553895,61,0.4996731180523019
H,TRANSPORTATION AND STORAGE,37,Medical Imaging & Image Processing,Medical Imaging,0.24838818659195788,20,0.24590247686845484
H,TRANSPORTATION AND STORAGE,38,Health Monitoring,Health Monitoring,0.19060969771081188,30,0.1894739629984966
H,TRANSPORTATION AND STORAGE,39,Medical Information,Medical Information,1.5295605487418802,142,1.2110493907901003
H,TRANSPORTATION AND STORAGE,40,E-Healthcare,E-Healthcare,1.496799461015143,120,1.1929865654385399
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,2,3D Printing,3D Printing,0,0,-0
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,4,Smart Agriculture & Water Management,Smart Agriculture,0.10944882182599366,7,0.1092314760310008
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,Internet of Things (IoT),IoT,2.217189308017895,68,1.5367505403725932
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,6,Predictive Energy Management and Distribution,Energy Management,0.8314138697759393,31,0.7570108683240463
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,7,Industrial Automation & Robot Control,Industrial Automation,0.3282936712937581,12,0.3226655056079493
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,8,Remote Monitoring & Control Systems,Remote Monitoring,1.6163121050676095,41,1.257597159652986
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,9,Smart Home & Intelligent Household Control,Smart Home,4.490252743720989,108,2.207231046643072
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,10,Intelligent Logistics,Intelligent Logistics,5.977686207306019,129,2.4881048349906876
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,1.4076234298234958,45,1.1424051007382408
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,12,Parking & Vehicle Space Management,Parking Management,48.459632126698494,1247,4.573984746008842
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,5.444764452010546,135,2.3961299537406804
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,14,Passenger Transportation,Passenger Transportation,56.3760918233515,1355,4.725270995370684
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,15,Food Ordering & Vending Systems,Food Ordering,184.8311521267653,3433,5.912597215548918
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,16,Digital Advertising,Digital Advertising,42.765453546736374,1144,4.449014464458013
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,17,Electronic Trading and Auctions,E-Trading,0.57200340677188,26,0.5446702694112583
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,18,Online Shopping Platforms,Online Shopping,7.497672164906947,172,2.712157602918475
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,19,E-Coupons & Promotion Management,E-Coupons,15.414386455331828,431,3.4294989564735663
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,20,Electronic Payments & Financial Transactions,E-Payment,1.3193131089664378,38,1.0901717570705514
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,21,Mobile Payments,Mobile Payment,17.498613509400982,521,3.5560842881242936
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,22,Gaming & Wagering Systems,Gaming,8.26636326148839,261,2.808980493359681
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,23,Digital Authentication,Digital Authentification,3.2554745536522622,121,1.8962808866701335
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,24,E-Learning,E-Learning,0.6001945599546258,20,0.5689917253566951
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,25,Location-Based Services & Tracking,Location-Based Services,43.14813723356787,1094,4.457920681974332
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,26,Voice Communication,Voice Communication,12.450691190379095,339,3.2165321300996923
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,27,Electronic Messaging,Electronic Messaging,6.699206979171746,175,2.6006608486851976
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,28,Workflow Management,Workflow Management,20.814512030936783,496,3.7293741611149036
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,29,Cloud Storage & Data Security,Cloud Storage,1.6933834682220699,70,1.2974608541676274
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,30,Information Processing,Information Processing,3.564873155760785,92,1.9833914501747307
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,31,Cloud Computing,Cloud Computing,9.84544783319456,315,2.98272556433657
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,32,Recommender Systems,Recommender Systems,11.19911741556369,312,3.1109695188100286
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,33,Social Networking & Media Platforms,Social Networking,10.937892071956728,335,3.0874634046010097
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,34,Digital Media Content,Digital Media Content,2.8961651225375316,95,1.785089326213215
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.9851378638566585,40,0.8708253266161282
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,36,Machine Learning & Neural Networks,Machine Learning,0.2135477560332043,14,0.21195712908967682
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,38,Health Monitoring,Health Monitoring,0.4035498582521672,21,0.3933292596535729
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,39,Medical Information,Medical Information,0.8581565510388386,35,0.7774397334478754
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,40,E-Healthcare,E-Healthcare,1.1023355211545316,37,0.9519170586274774
J,INFORMATION AND COMMUNICATION,1,3D Printer Hardware,3D Printer Hardware,0.07246535432414884,6,0.07240208171572979
J,INFORMATION AND COMMUNICATION,2,3D Printing,3D Printing,3.162217037253564,260,1.8685328424436243
J,INFORMATION AND COMMUNICATION,3,Additive Manufacturing,Additive Manufacturing,0.164518987211978,17,0.16378572486196089
J,INFORMATION AND COMMUNICATION,4,Smart Agriculture & Water Management,Smart Agriculture,16.932462156317186,1280,3.523250625870205
J,INFORMATION AND COMMUNICATION,5,Internet of Things (IoT),IoT,23.561587118114264,2039,3.853214928176172
J,INFORMATION AND COMMUNICATION,6,Predictive Energy Management and Distribution,Energy Management,27.74703871925146,2277,4.0166008624623055
J,INFORMATION AND COMMUNICATION,7,Industrial Automation & Robot Control,Industrial Automation,29.90636663570379,2459,4.091497972006366
J,INFORMATION AND COMMUNICATION,8,Remote Monitoring & Control Systems,Remote Monitoring,81.18404654297534,6053,5.0899038664989025
J,INFORMATION AND COMMUNICATION,9,Smart Home & Intelligent Household Control,Smart Home,37.535906250376655,3150,4.318622546049636
J,INFORMATION AND COMMUNICATION,10,Intelligent Logistics,Intelligent Logistics,23.178181309833732,1606,3.8368235831374413
J,INFORMATION AND COMMUNICATION,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,12.384988268092771,1097,3.2112581803671936
J,INFORMATION AND COMMUNICATION,12,Parking & Vehicle Space Management,Parking Management,22.309652015469425,1874,3.7986685030350635
J,INFORMATION AND COMMUNICATION,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,56.698722543128426,4214,4.730976618528823
J,INFORMATION AND COMMUNICATION,14,Passenger Transportation,Passenger Transportation,59.15905051656994,4371,4.7734481939962485
J,INFORMATION AND COMMUNICATION,15,Food Ordering & Vending Systems,Food Ordering,26.971228274361454,1916,3.988261349469741
J,INFORMATION AND COMMUNICATION,16,Digital Advertising,Digital Advertising,265.88840011673585,21803,6.276227389090381
J,INFORMATION AND COMMUNICATION,17,Electronic Trading and Auctions,E-Trading,39.568156310054675,3027,4.371331482725938
J,INFORMATION AND COMMUNICATION,18,Online Shopping Platforms,Online Shopping,93.57931705800408,6378,5.231985115101639
J,INFORMATION AND COMMUNICATION,19,E-Coupons & Promotion Management,E-Coupons,24.76042001367284,2075,3.9028011206192157
J,INFORMATION AND COMMUNICATION,20,Electronic Payments & Financial Transactions,E-Payment,257.8219699348838,19911,6.245420249234321
J,INFORMATION AND COMMUNICATION,21,Mobile Payments,Mobile Payment,153.8563293618179,12803,5.729176982240709
J,INFORMATION AND COMMUNICATION,22,Gaming & Wagering Systems,Gaming,81.1991912883066,6750,5.0900903832478015
J,INFORMATION AND COMMUNICATION,23,Digital Authentication,Digital Authentification,148.29001690029057,13998,5.692328479161533
J,INFORMATION AND COMMUNICATION,24,E-Learning,E-Learning,210.2399505180683,17074,6.041402336450433
J,INFORMATION AND COMMUNICATION,25,Location-Based Services & Tracking,Location-Based Services,102.37733829141001,8075,5.321836414486406
J,INFORMATION AND COMMUNICATION,26,Voice Communication,Voice Communication,362.4917863252704,27015,6.586150898762738
J,INFORMATION AND COMMUNICATION,27,Electronic Messaging,Electronic Messaging,241.84645064255903,19728,6.1814544780873675
J,INFORMATION AND COMMUNICATION,28,Workflow Management,Workflow Management,241.48655521857694,17345,6.1799652671085425
J,INFORMATION AND COMMUNICATION,29,Cloud Storage & Data Security,Cloud Storage,145.84239209874482,12603,5.675685466443415
J,INFORMATION AND COMMUNICATION,30,Information Processing,Information Processing,265.14007614339744,17803,6.273409012318696
J,INFORMATION AND COMMUNICATION,31,Cloud Computing,Cloud Computing,271.4650177025839,22083,6.296983855814776
J,INFORMATION AND COMMUNICATION,32,Recommender Systems,Recommender Systems,81.40204239262042,7624,5.092585270425534
J,INFORMATION AND COMMUNICATION,33,Social Networking & Media Platforms,Social Networking,206.53416442580274,19733,6.023618885176841
J,INFORMATION AND COMMUNICATION,34,Digital Media Content,Digital Media Content,242.79430140055547,18743,6.18536601004801
J,INFORMATION AND COMMUNICATION,35,Augmented and Virtual Reality (AR/VR),AR/VR,46.31637269596037,3804,4.528759219622758
J,INFORMATION AND COMMUNICATION,36,Machine Learning & Neural Networks,Machine Learning,28.385395556632986,3166,4.039332085561883
J,INFORMATION AND COMMUNICATION,37,Medical Imaging & Image Processing,Medical Imaging,27.85200582809294,2382,4.02037428653601
J,INFORMATION AND COMMUNICATION,38,Health Monitoring,Health Monitoring,36.47570688833169,2993,4.289981504426659
J,INFORMATION AND COMMUNICATION,39,Medical Information,Medical Information,148.97051686991142,11448,5.696906858590987
J,INFORMATION AND COMMUNICATION,40,E-Healthcare,E-Healthcare,227.53090248165805,17565,6.120438073797943
K,FINANCIAL AND INSURANCE ACTIVITIES,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
K,FINANCIAL AND INSURANCE ACTIVITIES,2,3D Printing,3D Printing,0,0,-0
K,FINANCIAL AND INSURANCE ACTIVITIES,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
K,FINANCIAL AND INSURANCE ACTIVITIES,4,Smart Agriculture & Water Management,Smart Agriculture,0.08057121581386686,3,0.08048429518772245
K,FINANCIAL AND INSURANCE ACTIVITIES,5,Internet of Things (IoT),IoT,0,6,-0
K,FINANCIAL AND INSURANCE ACTIVITIES,6,Predictive Energy Management and Distribution,Energy Management,8.353689988885163,475,2.8194139133614757
K,FINANCIAL AND INSURANCE ACTIVITIES,7,Industrial Automation & Robot Control,Industrial Automation,0,6,-0
K,FINANCIAL AND INSURANCE ACTIVITIES,8,Remote Monitoring & Control Systems,Remote Monitoring,1.115961498981871,57,0.9610412785445651
K,FINANCIAL AND INSURANCE ACTIVITIES,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
K,FINANCIAL AND INSURANCE ACTIVITIES,10,Intelligent Logistics,Intelligent Logistics,0.4760569683778826,26,0.45969465555864286
K,FINANCIAL AND INSURANCE ACTIVITIES,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,1.5112166199046537,71,1.200969016726519
K,FINANCIAL AND INSURANCE ACTIVITIES,12,Parking & Vehicle Space Management,Parking Management,1.7151212002709597,120,1.3084619398827024
K,FINANCIAL AND INSURANCE ACTIVITIES,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,27.382620041024197,1219,4.003388939738386
K,FINANCIAL AND INSURANCE ACTIVITIES,14,Passenger Transportation,Passenger Transportation,4.634729964645612,245,2.2381653833036816
K,FINANCIAL AND INSURANCE ACTIVITIES,15,Food Ordering & Vending Systems,Food Ordering,0.13248905593061616,9,0.13210448154822818
K,FINANCIAL AND INSURANCE ACTIVITIES,16,Digital Advertising,Digital Advertising,4.169410776715079,255,2.1350022899424816
K,FINANCIAL AND INSURANCE ACTIVITIES,17,Electronic Trading and Auctions,E-Trading,91.58496203909783,4329,5.210444072725926
K,FINANCIAL AND INSURANCE ACTIVITIES,18,Online Shopping Platforms,Online Shopping,9.362898932252513,459,2.9327418174515087
K,FINANCIAL AND INSURANCE ACTIVITIES,19,E-Coupons & Promotion Management,E-Coupons,19.621526228607216,1137,3.67042313295325
K,FINANCIAL AND INSURANCE ACTIVITIES,20,Electronic Payments & Financial Transactions,E-Payment,690.0151519842223,35304,7.2298612623838645
