nace3d,nace3d_label,tech40_id,tech40_label,tech40_labelshort,cosine3d,n_patent,xposure3d
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",22,Gaming & Wagering Systems,Gaming,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",23,Digital Authentication,Digital Authentification,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",24,E-Learning,E-Learning,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",26,Voice Communication,Voice Communication,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",27,Electronic Messaging,Electronic Messaging,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",28,Workflow Management,Workflow Management,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",30,Information Processing,Information Processing,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",31,Cloud Computing,Cloud Computing,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",32,Recommender Systems,Recommender Systems,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",33,Social Networking & Media Platforms,Social Networking,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",34,Digital Media Content,Digital Media Content,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",38,Health Monitoring,Health Monitoring,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",39,Medical Information,Medical Information,0,0,-0
25.5,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",40,E-Healthcare,E-Healthcare,0,0,-0
25.6,Treatment and coating of metals; machining,1,3D Printer Hardware,3D Printer Hardware,6.64641371029483,28,2.5928364845913037
25.6,Treatment and coating of metals; machining,2,3D Printing,3D Printing,122.00548937743874,277,5.497230013803554
25.6,Treatment and coating of metals; machining,3,Additive Manufacturing,Additive Manufacturing,209.92511354601584,451,6.039903718449153
25.6,Treatment and coating of metals; machining,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
25.6,Treatment and coating of metals; machining,5,Internet of Things (IoT),IoT,0,0,-0
25.6,Treatment and coating of metals; machining,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
25.6,Treatment and coating of metals; machining,7,Industrial Automation & Robot Control,Industrial Automation,4.815488399115497,12,2.2755953775775453
25.6,Treatment and coating of metals; machining,8,Remote Monitoring & Control Systems,Remote Monitoring,1.421201093844111,4,1.150243454568306
25.6,Treatment and coating of metals; machining,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
25.6,Treatment and coating of metals; machining,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
25.6,Treatment and coating of metals; machining,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
25.6,Treatment and coating of metals; machining,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
25.6,Treatment and coating of metals; machining,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
25.6,Treatment and coating of metals; machining,14,Passenger Transportation,Passenger Transportation,0,0,-0
25.6,Treatment and coating of metals; machining,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
25.6,Treatment and coating of metals; machining,16,Digital Advertising,Digital Advertising,0.2380898495018395,1,0.23589594139419015
25.6,Treatment and coating of metals; machining,17,Electronic Trading and Auctions,E-Trading,0,0,-0
25.6,Treatment and coating of metals; machining,18,Online Shopping Platforms,Online Shopping,0,0,-0
25.6,Treatment and coating of metals; machining,19,E-Coupons & Promotion Management,E-Coupons,0.1896251461569979,2,0.1885067363451675
25.6,Treatment and coating of metals; machining,20,Electronic Payments & Financial Transactions,E-Payment,0.3442324976489719,2,0.3377729731792621
25.6,Treatment and coating of metals; machining,21,Mobile Payments,Mobile Payment,0.5371854924709996,5,0.5142218671866068
25.6,Treatment and coating of metals; machining,22,Gaming & Wagering Systems,Gaming,0,0,-0
25.6,Treatment and coating of metals; machining,23,Digital Authentication,Digital Authentification,1.6146642962900888,11,1.2567298680739938
25.6,Treatment and coating of metals; machining,24,E-Learning,E-Learning,0,0,-0
25.6,Treatment and coating of metals; machining,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
25.6,Treatment and coating of metals; machining,26,Voice Communication,Voice Communication,0,0,-0
25.6,Treatment and coating of metals; machining,27,Electronic Messaging,Electronic Messaging,0,0,-0
25.6,Treatment and coating of metals; machining,28,Workflow Management,Workflow Management,0.16890764742296008,2,0.16811463676940686
25.6,Treatment and coating of metals; machining,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
25.6,Treatment and coating of metals; machining,30,Information Processing,Information Processing,0,2,-0
25.6,Treatment and coating of metals; machining,31,Cloud Computing,Cloud Computing,0.46665114679955977,2,0.45118661590438064
25.6,Treatment and coating of metals; machining,32,Recommender Systems,Recommender Systems,0,0,-0
25.6,Treatment and coating of metals; machining,33,Social Networking & Media Platforms,Social Networking,0,0,-0
25.6,Treatment and coating of metals; machining,34,Digital Media Content,Digital Media Content,0,0,-0
25.6,Treatment and coating of metals; machining,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.2387822563306232,1,0.2365694672925144
25.6,Treatment and coating of metals; machining,36,Machine Learning & Neural Networks,Machine Learning,14.27442112711423,76,3.3528410709075547
25.6,Treatment and coating of metals; machining,37,Medical Imaging & Image Processing,Medical Imaging,4.142565378613819,16,2.128722063541157
25.6,Treatment and coating of metals; machining,38,Health Monitoring,Health Monitoring,0,0,-0
25.6,Treatment and coating of metals; machining,39,Medical Information,Medical Information,0.6127350146310786,2,0.5797143636037341
25.6,Treatment and coating of metals; machining,40,E-Healthcare,E-Healthcare,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",1,3D Printer Hardware,3D Printer Hardware,365.156546542814,930,6.593475211742044
25.7,"Manufacture of cutlery, tools and general hardware",2,3D Printing,3D Printing,90.4423848450268,216,5.197890758583327
25.7,"Manufacture of cutlery, tools and general hardware",3,Additive Manufacturing,Additive Manufacturing,256.1357994639161,587,6.238858761679293
25.7,"Manufacture of cutlery, tools and general hardware",4,Smart Agriculture & Water Management,Smart Agriculture,6.08912799231068,17,2.5063275119060764
25.7,"Manufacture of cutlery, tools and general hardware",5,Internet of Things (IoT),IoT,0,5,-0
25.7,"Manufacture of cutlery, tools and general hardware",6,Predictive Energy Management and Distribution,Energy Management,1.116218046010276,4,0.9612124752241981
25.7,"Manufacture of cutlery, tools and general hardware",7,Industrial Automation & Robot Control,Industrial Automation,23.428854391414372,63,3.8475706731638413
25.7,"Manufacture of cutlery, tools and general hardware",8,Remote Monitoring & Control Systems,Remote Monitoring,8.876481835742991,26,2.87971038769955
25.7,"Manufacture of cutlery, tools and general hardware",9,Smart Home & Intelligent Household Control,Smart Home,9.19240181251372,31,2.9144699604699267
25.7,"Manufacture of cutlery, tools and general hardware",10,Intelligent Logistics,Intelligent Logistics,1.2511116360964847,6,1.0482872579774023
25.7,"Manufacture of cutlery, tools and general hardware",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.7760288149255985,2,0.7138402896410768
25.7,"Manufacture of cutlery, tools and general hardware",12,Parking & Vehicle Space Management,Parking Management,5.77520130732214,22,2.454132984540599
25.7,"Manufacture of cutlery, tools and general hardware",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,1.7631331379036808,8,1.3323952547539915
25.7,"Manufacture of cutlery, tools and general hardware",14,Passenger Transportation,Passenger Transportation,0,1,-0
25.7,"Manufacture of cutlery, tools and general hardware",15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",16,Digital Advertising,Digital Advertising,0.2378725154698601,1,0.2356845120652101
25.7,"Manufacture of cutlery, tools and general hardware",17,Electronic Trading and Auctions,E-Trading,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",18,Online Shopping Platforms,Online Shopping,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",21,Mobile Payments,Mobile Payment,0,1,-0
25.7,"Manufacture of cutlery, tools and general hardware",22,Gaming & Wagering Systems,Gaming,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",23,Digital Authentication,Digital Authentification,0.7795226562574551,5,0.7165981638872236
25.7,"Manufacture of cutlery, tools and general hardware",24,E-Learning,E-Learning,0,1,-0
25.7,"Manufacture of cutlery, tools and general hardware",25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",26,Voice Communication,Voice Communication,0,1,-0
25.7,"Manufacture of cutlery, tools and general hardware",27,Electronic Messaging,Electronic Messaging,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",28,Workflow Management,Workflow Management,2.0962982000523436,7,1.4858901641083544
25.7,"Manufacture of cutlery, tools and general hardware",29,Cloud Storage & Data Security,Cloud Storage,0.2347522251762459,2,0.23264785969979646
25.7,"Manufacture of cutlery, tools and general hardware",30,Information Processing,Information Processing,0,1,-0
25.7,"Manufacture of cutlery, tools and general hardware",31,Cloud Computing,Cloud Computing,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",32,Recommender Systems,Recommender Systems,0,1,-0
25.7,"Manufacture of cutlery, tools and general hardware",33,Social Networking & Media Platforms,Social Networking,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",34,Digital Media Content,Digital Media Content,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",36,Machine Learning & Neural Networks,Machine Learning,0,1,-0
25.7,"Manufacture of cutlery, tools and general hardware",37,Medical Imaging & Image Processing,Medical Imaging,3.2432990698531756,13,1.8926996286068816
25.7,"Manufacture of cutlery, tools and general hardware",38,Health Monitoring,Health Monitoring,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",39,Medical Information,Medical Information,0,0,-0
25.7,"Manufacture of cutlery, tools and general hardware",40,E-Healthcare,E-Healthcare,0,0,-0
25.9,Manufacture of other fabricated metal products,1,3D Printer Hardware,3D Printer Hardware,252.29990134116423,609,6.223769572552383
25.9,Manufacture of other fabricated metal products,2,3D Printing,3D Printing,107.3981984779651,235,5.369712262187896
25.9,Manufacture of other fabricated metal products,3,Additive Manufacturing,Additive Manufacturing,453.36540320502047,1004,6.809846826788751
25.9,Manufacture of other fabricated metal products,4,Smart Agriculture & Water Management,Smart Agriculture,0,2,-0
25.9,Manufacture of other fabricated metal products,5,Internet of Things (IoT),IoT,4.879677134796019,15,2.288563880269141
25.9,Manufacture of other fabricated metal products,6,Predictive Energy Management and Distribution,Energy Management,0.6486912595518811,4,0.6101266806084306
25.9,Manufacture of other fabricated metal products,7,Industrial Automation & Robot Control,Industrial Automation,5.524018073285312,15,2.4103465529472623
25.9,Manufacture of other fabricated metal products,8,Remote Monitoring & Control Systems,Remote Monitoring,5.436384709563002,16,2.394615098658141
25.9,Manufacture of other fabricated metal products,9,Smart Home & Intelligent Household Control,Smart Home,0.9519262504558411,4,0.8469685560883083
25.9,Manufacture of other fabricated metal products,10,Intelligent Logistics,Intelligent Logistics,22.46426642427632,60,3.8055681001189705
25.9,Manufacture of other fabricated metal products,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
25.9,Manufacture of other fabricated metal products,12,Parking & Vehicle Space Management,Parking Management,0.5019756336305867,2,0.48297818691869404
25.9,Manufacture of other fabricated metal products,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,1,-0
25.9,Manufacture of other fabricated metal products,14,Passenger Transportation,Passenger Transportation,0.30750234085770667,1,0.3028515215654306
25.9,Manufacture of other fabricated metal products,15,Food Ordering & Vending Systems,Food Ordering,1.1847719436465276,8,1.0061877458742632
25.9,Manufacture of other fabricated metal products,16,Digital Advertising,Digital Advertising,3.394669879315152,14,1.9363742110828817
25.9,Manufacture of other fabricated metal products,17,Electronic Trading and Auctions,E-Trading,0,1,-0
25.9,Manufacture of other fabricated metal products,18,Online Shopping Platforms,Online Shopping,1.2795165803743573,8,1.065899995591553
25.9,Manufacture of other fabricated metal products,19,E-Coupons & Promotion Management,E-Coupons,1.8886417538368163,10,1.392695886994555
25.9,Manufacture of other fabricated metal products,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
25.9,Manufacture of other fabricated metal products,21,Mobile Payments,Mobile Payment,1.8633269641819454,9,1.3807878182288456
25.9,Manufacture of other fabricated metal products,22,Gaming & Wagering Systems,Gaming,0,0,-0
25.9,Manufacture of other fabricated metal products,23,Digital Authentication,Digital Authentification,1.201468343037757,5,1.0169128051848833
25.9,Manufacture of other fabricated metal products,24,E-Learning,E-Learning,0,0,-0
25.9,Manufacture of other fabricated metal products,25,Location-Based Services & Tracking,Location-Based Services,0.17995426380567797,2,0.1789968913545565
25.9,Manufacture of other fabricated metal products,26,Voice Communication,Voice Communication,0,0,-0
25.9,Manufacture of other fabricated metal products,27,Electronic Messaging,Electronic Messaging,2.527056283111338,12,1.6572329895589237
25.9,Manufacture of other fabricated metal products,28,Workflow Management,Workflow Management,3.7653952242845463,13,2.036183812515833
25.9,Manufacture of other fabricated metal products,29,Cloud Storage & Data Security,Cloud Storage,0.9209715018775066,6,0.8243738757709675
25.9,Manufacture of other fabricated metal products,30,Information Processing,Information Processing,0,1,-0
25.9,Manufacture of other fabricated metal products,31,Cloud Computing,Cloud Computing,1.0155442426703734,7,0.8923224243098588
25.9,Manufacture of other fabricated metal products,32,Recommender Systems,Recommender Systems,0.31207933653091396,1,0.30722352849471757
25.9,Manufacture of other fabricated metal products,33,Social Networking & Media Platforms,Social Networking,1.1345976391541361,5,0.9734207910070917
25.9,Manufacture of other fabricated metal products,34,Digital Media Content,Digital Media Content,0.5354545908123461,3,0.5126964968814344
25.9,Manufacture of other fabricated metal products,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.5117595386984178,4,0.4917050625285824
25.9,Manufacture of other fabricated metal products,36,Machine Learning & Neural Networks,Machine Learning,0.4094612402358496,6,0.398805465436536
25.9,Manufacture of other fabricated metal products,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
25.9,Manufacture of other fabricated metal products,38,Health Monitoring,Health Monitoring,0,3,-0
25.9,Manufacture of other fabricated metal products,39,Medical Information,Medical Information,0,1,-0
25.9,Manufacture of other fabricated metal products,40,E-Healthcare,E-Healthcare,0.6410117808546723,2,0.6036727311361895
26.1,Manufacture of electronic components and boards,1,3D Printer Hardware,3D Printer Hardware,306.3662896258057,790,6.417931255092336
26.1,Manufacture of electronic components and boards,2,3D Printing,3D Printing,309.87594023278416,786,6.429321808673226
26.1,Manufacture of electronic components and boards,3,Additive Manufacturing,Additive Manufacturing,157.2823293731334,369,5.751199753073882
26.1,Manufacture of electronic components and boards,4,Smart Agriculture & Water Management,Smart Agriculture,4.694339840985306,20,2.2506609956004158
26.1,Manufacture of electronic components and boards,5,Internet of Things (IoT),IoT,9.098582677425567,36,2.904272143296076
26.1,Manufacture of electronic components and boards,6,Predictive Energy Management and Distribution,Energy Management,11.13225746372734,44,3.1050053892001612
26.1,Manufacture of electronic components and boards,7,Industrial Automation & Robot Control,Industrial Automation,74.2795636788815,211,5.00102835069983
26.1,Manufacture of electronic components and boards,8,Remote Monitoring & Control Systems,Remote Monitoring,36.54035477938602,101,4.291751626453845
26.1,Manufacture of electronic components and boards,9,Smart Home & Intelligent Household Control,Smart Home,11.546337053384127,48,3.141385393273263
26.1,Manufacture of electronic components and boards,10,Intelligent Logistics,Intelligent Logistics,3.782450651402108,12,2.0405523412974027
26.1,Manufacture of electronic components and boards,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,1.9789759945828749,9,1.4341935248384967
26.1,Manufacture of electronic components and boards,12,Parking & Vehicle Space Management,Parking Management,1.5748504015607492,7,1.2355782770316956
26.1,Manufacture of electronic components and boards,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,9.700905728034007,31,2.9680124464085362
26.1,Manufacture of electronic components and boards,14,Passenger Transportation,Passenger Transportation,0,0,-0
26.1,Manufacture of electronic components and boards,15,Food Ordering & Vending Systems,Food Ordering,0.4138557229283381,1,0.40286909771293183
26.1,Manufacture of electronic components and boards,16,Digital Advertising,Digital Advertising,6.8819188874499115,26,2.6272820156264527
26.1,Manufacture of electronic components and boards,17,Electronic Trading and Auctions,E-Trading,2.033694049029885,9,1.458603161253988
26.1,Manufacture of electronic components and boards,18,Online Shopping Platforms,Online Shopping,9.833936863785064,27,2.9815617086638597
26.1,Manufacture of electronic components and boards,19,E-Coupons & Promotion Management,E-Coupons,1.6445276728428198,9,1.2723493198954343
26.1,Manufacture of electronic components and boards,20,Electronic Payments & Financial Transactions,E-Payment,16.35998370741836,54,3.488918268791742
26.1,Manufacture of electronic components and boards,21,Mobile Payments,Mobile Payment,28.613912790501637,100,4.04734544282499
26.1,Manufacture of electronic components and boards,22,Gaming & Wagering Systems,Gaming,4.341891040281785,19,2.174462061903806
26.1,Manufacture of electronic components and boards,23,Digital Authentication,Digital Authentification,13.900141833796582,47,3.32633762291559
26.1,Manufacture of electronic components and boards,24,E-Learning,E-Learning,14.099155168001058,49,3.3405173258554854
26.1,Manufacture of electronic components and boards,25,Location-Based Services & Tracking,Location-Based Services,0.8918980113863277,5,0.8028326320813461
26.1,Manufacture of electronic components and boards,26,Voice Communication,Voice Communication,20.156965821389434,59,3.6973118443528294
26.1,Manufacture of electronic components and boards,27,Electronic Messaging,Electronic Messaging,7.487573692158364,27,2.710821659917103
26.1,Manufacture of electronic components and boards,28,Workflow Management,Workflow Management,14.077695697235287,38,3.338997949552137
26.1,Manufacture of electronic components and boards,29,Cloud Storage & Data Security,Cloud Storage,4.414958236985188,21,2.190731474724368
26.1,Manufacture of electronic components and boards,30,Information Processing,Information Processing,39.55398708876638,118,4.370973436385986
26.1,Manufacture of electronic components and boards,31,Cloud Computing,Cloud Computing,18.668482573060583,67,3.6207004228865283
26.1,Manufacture of electronic components and boards,32,Recommender Systems,Recommender Systems,0.36345370272175953,1,0.3558930835670608
26.1,Manufacture of electronic components and boards,33,Social Networking & Media Platforms,Social Networking,0.45085547013255106,2,0.4368296655516729
26.1,Manufacture of electronic components and boards,34,Digital Media Content,Digital Media Content,2.1908507146801433,8,1.5258679559091233
26.1,Manufacture of electronic components and boards,35,Augmented and Virtual Reality (AR/VR),AR/VR,52.887989619558745,161,4.661412819363274
26.1,Manufacture of electronic components and boards,36,Machine Learning & Neural Networks,Machine Learning,51.98261890296814,237,4.64414909602342
26.1,Manufacture of electronic components and boards,37,Medical Imaging & Image Processing,Medical Imaging,8.316088656516737,30,2.8149347114694856
26.1,Manufacture of electronic components and boards,38,Health Monitoring,Health Monitoring,9.078551481006436,34,2.902081364178336
26.1,Manufacture of electronic components and boards,39,Medical Information,Medical Information,0.34321421767088833,4,0.3368099915880501
26.1,Manufacture of electronic components and boards,40,E-Healthcare,E-Healthcare,0,4,-0
26.2,Manufacture of computers and peripheral equipment,1,3D Printer Hardware,3D Printer Hardware,774.4424635818584,1877,7.345290966022117
26.2,Manufacture of computers and peripheral equipment,2,3D Printing,3D Printing,798.0477254847191,1935,7.375315975131541
26.2,Manufacture of computers and peripheral equipment,3,Additive Manufacturing,Additive Manufacturing,89.15443057866945,212,5.183548672598381
26.2,Manufacture of computers and peripheral equipment,4,Smart Agriculture & Water Management,Smart Agriculture,36.13917392389414,123,4.280715971206237
26.2,Manufacture of computers and peripheral equipment,5,Internet of Things (IoT),IoT,100.77557965760973,355,5.306067857311217
26.2,Manufacture of computers and peripheral equipment,6,Predictive Energy Management and Distribution,Energy Management,53.22127374461442,187,4.667693628840017
26.2,Manufacture of computers and peripheral equipment,7,Industrial Automation & Robot Control,Industrial Automation,487.5495212248172,1407,6.882540099562541
26.2,Manufacture of computers and peripheral equipment,8,Remote Monitoring & Control Systems,Remote Monitoring,538.3354278432569,1561,6.98162988091934
26.2,Manufacture of computers and peripheral equipment,9,Smart Home & Intelligent Household Control,Smart Home,169.63807365844696,561,5.826823056991413
26.2,Manufacture of computers and peripheral equipment,10,Intelligent Logistics,Intelligent Logistics,113.2060827290113,297,5.42237658611896
26.2,Manufacture of computers and peripheral equipment,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,192.78041398864022,656,5.954705697200254
26.2,Manufacture of computers and peripheral equipment,12,Parking & Vehicle Space Management,Parking Management,120.22787217265655,408,5.482553352331274
26.2,Manufacture of computers and peripheral equipment,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,300.3879753399199,868,6.398224841415703
26.2,Manufacture of computers and peripheral equipment,14,Passenger Transportation,Passenger Transportation,31.186429856479833,107,4.1333871859324525
26.2,Manufacture of computers and peripheral equipment,15,Food Ordering & Vending Systems,Food Ordering,117.04987545597554,305,5.4557655572510875
26.2,Manufacture of computers and peripheral equipment,16,Digital Advertising,Digital Advertising,220.1497364094192,666,6.0874602736636625
26.2,Manufacture of computers and peripheral equipment,17,Electronic Trading and Auctions,E-Trading,84.36572321052866,284,5.128343499044394
26.2,Manufacture of computers and peripheral equipment,18,Online Shopping Platforms,Online Shopping,495.5758601515944,1267,6.89886863873121
26.2,Manufacture of computers and peripheral equipment,19,E-Coupons & Promotion Management,E-Coupons,168.80121630864596,494,5.821877742023244
26.2,Manufacture of computers and peripheral equipment,20,Electronic Payments & Financial Transactions,E-Payment,1316.5136292735292,3848,7.875889656341324
26.2,Manufacture of computers and peripheral equipment,21,Mobile Payments,Mobile Payment,1390.2582467073953,4037,7.930392107770968
26.2,Manufacture of computers and peripheral equipment,22,Gaming & Wagering Systems,Gaming,273.23812091308895,832,6.303494181881592
26.2,Manufacture of computers and peripheral equipment,23,Digital Authentication,Digital Authentification,785.0617606564164,2713,7.35890997687489
26.2,Manufacture of computers and peripheral equipment,24,E-Learning,E-Learning,308.8341254717023,992,6.425954123677031
26.2,Manufacture of computers and peripheral equipment,25,Location-Based Services & Tracking,Location-Based Services,185.91203019799778,588,5.918428019500196
26.2,Manufacture of computers and peripheral equipment,26,Voice Communication,Voice Communication,685.9269785882436,1971,7.223918888767421
26.2,Manufacture of computers and peripheral equipment,27,Electronic Messaging,Electronic Messaging,237.6785749022767,726,6.164070841275197
26.2,Manufacture of computers and peripheral equipment,28,Workflow Management,Workflow Management,255.09231255374425,735,6.234776512094113
26.2,Manufacture of computers and peripheral equipment,29,Cloud Storage & Data Security,Cloud Storage,315.6953764296408,1069,6.447927438990648
26.2,Manufacture of computers and peripheral equipment,30,Information Processing,Information Processing,1037.5635667610413,2571,7.637777932180969
26.2,Manufacture of computers and peripheral equipment,31,Cloud Computing,Cloud Computing,314.65608032820825,1116,6.444629939474105
26.2,Manufacture of computers and peripheral equipment,32,Recommender Systems,Recommender Systems,68.21279294146947,245,4.915833032224677
26.2,Manufacture of computers and peripheral equipment,33,Social Networking & Media Platforms,Social Networking,45.675748862052984,167,4.514834487457833
26.2,Manufacture of computers and peripheral equipment,34,Digital Media Content,Digital Media Content,192.70803578332283,567,5.954330187987957
26.2,Manufacture of computers and peripheral equipment,35,Augmented and Virtual Reality (AR/VR),AR/VR,514.5454905731181,1433,6.936432093237767
26.2,Manufacture of computers and peripheral equipment,36,Machine Learning & Neural Networks,Machine Learning,249.35082445816732,1012,6.212012039806559
26.2,Manufacture of computers and peripheral equipment,37,Medical Imaging & Image Processing,Medical Imaging,418.9412241874223,1317,6.730879238643115
26.2,Manufacture of computers and peripheral equipment,38,Health Monitoring,Health Monitoring,599.7917131135854,1879,7.089730325622809
26.2,Manufacture of computers and peripheral equipment,39,Medical Information,Medical Information,327.6924371663056,964,6.485224985591764
26.2,Manufacture of computers and peripheral equipment,40,E-Healthcare,E-Healthcare,278.0369106404834,859,6.320904291472928
26.3,Manufacture of communication equipment,1,3D Printer Hardware,3D Printer Hardware,442.2191739516817,1115,6.784954086796347
26.3,Manufacture of communication equipment,2,3D Printing,3D Printing,300.07506159928215,751,6.397182605627661
26.3,Manufacture of communication equipment,3,Additive Manufacturing,Additive Manufacturing,3.440527395818292,11,1.949252451583267
26.3,Manufacture of communication equipment,4,Smart Agriculture & Water Management,Smart Agriculture,436.3094341136099,1272,6.7715001967104484
26.3,Manufacture of communication equipment,5,Internet of Things (IoT),IoT,553.926011980807,1742,7.010179120778843
26.3,Manufacture of communication equipment,6,Predictive Energy Management and Distribution,Energy Management,142.26260122403286,426,5.650834187072769
26.3,Manufacture of communication equipment,7,Industrial Automation & Robot Control,Industrial Automation,898.6162611977522,2453,7.494003582772427
26.3,Manufacture of communication equipment,8,Remote Monitoring & Control Systems,Remote Monitoring,1588.6808362852014,4204,8.063806567752692
26.3,Manufacture of communication equipment,9,Smart Home & Intelligent Household Control,Smart Home,1629.4141949875038,4510,8.0891231143489
26.3,Manufacture of communication equipment,10,Intelligent Logistics,Intelligent Logistics,298.046450463411,791,6.390399343255746
26.3,Manufacture of communication equipment,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,215.07635541393296,671,6.064145691545576
26.3,Manufacture of communication equipment,12,Parking & Vehicle Space Management,Parking Management,59.59006950130648,192,4.780706517381099
26.3,Manufacture of communication equipment,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,866.3072506891253,2401,7.457387152258117
26.3,Manufacture of communication equipment,14,Passenger Transportation,Passenger Transportation,94.51243206229704,270,5.241906548819479
26.3,Manufacture of communication equipment,15,Food Ordering & Vending Systems,Food Ordering,148.5086883535634,413,5.693801979715104
26.3,Manufacture of communication equipment,16,Digital Advertising,Digital Advertising,643.350004598327,1889,7.159836691349627
26.3,Manufacture of communication equipment,17,Electronic Trading and Auctions,E-Trading,213.2629584535979,637,6.055678628318405
26.3,Manufacture of communication equipment,18,Online Shopping Platforms,Online Shopping,540.1596678719172,1387,6.985012814488418
26.3,Manufacture of communication equipment,19,E-Coupons & Promotion Management,E-Coupons,110.2519785393406,356,5.3959362068501555
26.3,Manufacture of communication equipment,20,Electronic Payments & Financial Transactions,E-Payment,1691.888453330505,5200,8.12674787996195
26.3,Manufacture of communication equipment,21,Mobile Payments,Mobile Payment,1673.0938916902167,5059,8.11557709103332
26.3,Manufacture of communication equipment,22,Gaming & Wagering Systems,Gaming,63.096022444754176,206,4.837867703052687
26.3,Manufacture of communication equipment,23,Digital Authentication,Digital Authentification,490.30092627794863,1784,6.888167558375311
26.3,Manufacture of communication equipment,24,E-Learning,E-Learning,224.2364831061973,712,6.105853375599641
26.3,Manufacture of communication equipment,25,Location-Based Services & Tracking,Location-Based Services,356.9747533878325,1063,6.57081420287794
26.3,Manufacture of communication equipment,26,Voice Communication,Voice Communication,1661.284149784768,4344,8.108493437640314
26.3,Manufacture of communication equipment,27,Electronic Messaging,Electronic Messaging,962.4210617780997,2901,7.562599499525706
26.3,Manufacture of communication equipment,28,Workflow Management,Workflow Management,192.3621245231665,538,5.952533597531128
