soc5d,soc5d_label,tech40_id,tech40_label,tech40_labelshort,cosine5d,n_patent,xposure5d
13-2070,Credit Counselors and Loan Officers,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
13-2070,Credit Counselors and Loan Officers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
13-2070,Credit Counselors and Loan Officers,12,Parking & Vehicle Space Management,Parking Management,0,2,-0
13-2070,Credit Counselors and Loan Officers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,3.0886120878418626,28,1.8461017302249345
13-2070,Credit Counselors and Loan Officers,14,Passenger Transportation,Passenger Transportation,0.7844930637578249,7,0.7205135264959497
13-2070,Credit Counselors and Loan Officers,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
13-2070,Credit Counselors and Loan Officers,16,Digital Advertising,Digital Advertising,1.2688270319038677,8,1.0593003842512698
13-2070,Credit Counselors and Loan Officers,17,Electronic Trading and Auctions,E-Trading,0.9466769697980747,15,0.843161502214296
13-2070,Credit Counselors and Loan Officers,18,Online Shopping Platforms,Online Shopping,0,2,-0
13-2070,Credit Counselors and Loan Officers,19,E-Coupons & Promotion Management,E-Coupons,0,8,-0
13-2070,Credit Counselors and Loan Officers,20,Electronic Payments & Financial Transactions,E-Payment,23.553221792764063,171,3.852860143818084
13-2070,Credit Counselors and Loan Officers,21,Mobile Payments,Mobile Payment,1.1491846403260935,17,0.9830310241260236
13-2070,Credit Counselors and Loan Officers,22,Gaming & Wagering Systems,Gaming,0,0,-0
13-2070,Credit Counselors and Loan Officers,23,Digital Authentication,Digital Authentification,0.38826607617902215,5,0.3791187319525631
13-2070,Credit Counselors and Loan Officers,24,E-Learning,E-Learning,0,0,-0
13-2070,Credit Counselors and Loan Officers,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
13-2070,Credit Counselors and Loan Officers,26,Voice Communication,Voice Communication,0.11899850684387321,1,0.11871943229463212
13-2070,Credit Counselors and Loan Officers,27,Electronic Messaging,Electronic Messaging,0,0,-0
13-2070,Credit Counselors and Loan Officers,28,Workflow Management,Workflow Management,0.5657317371094592,16,0.5392189332918248
13-2070,Credit Counselors and Loan Officers,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
13-2070,Credit Counselors and Loan Officers,30,Information Processing,Information Processing,0.8030742935186579,10,0.7350670763103047
13-2070,Credit Counselors and Loan Officers,31,Cloud Computing,Cloud Computing,0,0,-0
13-2070,Credit Counselors and Loan Officers,32,Recommender Systems,Recommender Systems,1.3986161952354337,13,1.1371774628113007
13-2070,Credit Counselors and Loan Officers,33,Social Networking & Media Platforms,Social Networking,0,0,-0
13-2070,Credit Counselors and Loan Officers,34,Digital Media Content,Digital Media Content,0,0,-0
13-2070,Credit Counselors and Loan Officers,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
13-2070,Credit Counselors and Loan Officers,36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
13-2070,Credit Counselors and Loan Officers,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
13-2070,Credit Counselors and Loan Officers,38,Health Monitoring,Health Monitoring,0,0,-0
13-2070,Credit Counselors and Loan Officers,39,Medical Information,Medical Information,0,0,-0
13-2070,Credit Counselors and Loan Officers,40,E-Healthcare,E-Healthcare,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",1,3D Printer Hardware,3D Printer Hardware,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",2,3D Printing,3D Printing,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",3,Additive Manufacturing,Additive Manufacturing,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",5,Internet of Things (IoT),IoT,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",10,Intelligent Logistics,Intelligent Logistics,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",12,Parking & Vehicle Space Management,Parking Management,0,1,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",14,Passenger Transportation,Passenger Transportation,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",16,Digital Advertising,Digital Advertising,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",17,Electronic Trading and Auctions,E-Trading,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",18,Online Shopping Platforms,Online Shopping,0.19620102992402155,6,0.19496356057947928
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",20,Electronic Payments & Financial Transactions,E-Payment,0.43788352452327084,6,0.4249754572101106
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",21,Mobile Payments,Mobile Payment,0,2,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",22,Gaming & Wagering Systems,Gaming,0.2210288754315177,3,0.21926764431687162
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",23,Digital Authentication,Digital Authentification,0.21608577504818985,4,0.2144385393579632
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",24,E-Learning,E-Learning,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",26,Voice Communication,Voice Communication,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",27,Electronic Messaging,Electronic Messaging,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",28,Workflow Management,Workflow Management,0.470025171453327,4,0.4542421395644488
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",30,Information Processing,Information Processing,0.6055693849046404,3,0.5735947360547156
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",31,Cloud Computing,Cloud Computing,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",32,Recommender Systems,Recommender Systems,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",33,Social Networking & Media Platforms,Social Networking,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",34,Digital Media Content,Digital Media Content,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",38,Health Monitoring,Health Monitoring,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",39,Medical Information,Medical Information,0,0,-0
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",40,E-Healthcare,E-Healthcare,0,0,-0
13-2090,Miscellaneous Financial Specialists,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
13-2090,Miscellaneous Financial Specialists,2,3D Printing,3D Printing,0,0,-0
13-2090,Miscellaneous Financial Specialists,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
13-2090,Miscellaneous Financial Specialists,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
13-2090,Miscellaneous Financial Specialists,5,Internet of Things (IoT),IoT,0.07977767513068088,1,0.07969329271143633
13-2090,Miscellaneous Financial Specialists,6,Predictive Energy Management and Distribution,Energy Management,1.8534224326582018,22,1.3760944894014129
13-2090,Miscellaneous Financial Specialists,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
13-2090,Miscellaneous Financial Specialists,8,Remote Monitoring & Control Systems,Remote Monitoring,1.5906846316030385,14,1.244035834169867
13-2090,Miscellaneous Financial Specialists,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
13-2090,Miscellaneous Financial Specialists,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
13-2090,Miscellaneous Financial Specialists,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,1,-0
13-2090,Miscellaneous Financial Specialists,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
13-2090,Miscellaneous Financial Specialists,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,2.8140736172056307,28,1.757951849872945
13-2090,Miscellaneous Financial Specialists,14,Passenger Transportation,Passenger Transportation,0.11512434659749152,1,0.11487154913233683
13-2090,Miscellaneous Financial Specialists,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
13-2090,Miscellaneous Financial Specialists,16,Digital Advertising,Digital Advertising,0.09288578390018212,1,0.09275273364388134
13-2090,Miscellaneous Financial Specialists,17,Electronic Trading and Auctions,E-Trading,9.45396836503627,115,2.9423672272867436
13-2090,Miscellaneous Financial Specialists,18,Online Shopping Platforms,Online Shopping,0.1008649416691133,4,0.10069469107221991
13-2090,Miscellaneous Financial Specialists,19,E-Coupons & Promotion Management,E-Coupons,0.1928378626515267,5,0.1916622715615726
13-2090,Miscellaneous Financial Specialists,20,Electronic Payments & Financial Transactions,E-Payment,28.06706302079585,263,4.028061139485183
13-2090,Miscellaneous Financial Specialists,21,Mobile Payments,Mobile Payment,1.8111533648166536,22,1.355844503742497
13-2090,Miscellaneous Financial Specialists,22,Gaming & Wagering Systems,Gaming,0.3700067455426581,10,0.3620454476210941
13-2090,Miscellaneous Financial Specialists,23,Digital Authentication,Digital Authentification,13.623689558729092,151,3.3063015710985972
13-2090,Miscellaneous Financial Specialists,24,E-Learning,E-Learning,0.0844089963964226,1,0.08430908243341484
13-2090,Miscellaneous Financial Specialists,25,Location-Based Services & Tracking,Location-Based Services,0.11042747016240316,1,0.11020426324117832
13-2090,Miscellaneous Financial Specialists,26,Voice Communication,Voice Communication,0,0,-0
13-2090,Miscellaneous Financial Specialists,27,Electronic Messaging,Electronic Messaging,0.09336603746090358,3,0.09323091816421357
13-2090,Miscellaneous Financial Specialists,28,Workflow Management,Workflow Management,5.588215458893125,57,2.421718316378762
13-2090,Miscellaneous Financial Specialists,29,Cloud Storage & Data Security,Cloud Storage,0,1,-0
13-2090,Miscellaneous Financial Specialists,30,Information Processing,Information Processing,0.09603423404260986,6,0.09588722951445923
13-2090,Miscellaneous Financial Specialists,31,Cloud Computing,Cloud Computing,0.1101733426552709,1,0.1099516676510557
13-2090,Miscellaneous Financial Specialists,32,Recommender Systems,Recommender Systems,0.0935689612988453,1,0.09343296137867389
13-2090,Miscellaneous Financial Specialists,33,Social Networking & Media Platforms,Social Networking,0.4440627732480784,6,0.4306293824662884
13-2090,Miscellaneous Financial Specialists,34,Digital Media Content,Digital Media Content,0.1835445336150344,2,0.18252929088357658
13-2090,Miscellaneous Financial Specialists,35,Augmented and Virtual Reality (AR/VR),AR/VR,0,0,-0
13-2090,Miscellaneous Financial Specialists,36,Machine Learning & Neural Networks,Machine Learning,0.4285497174864562,6,0.4164108191856294
13-2090,Miscellaneous Financial Specialists,37,Medical Imaging & Image Processing,Medical Imaging,0,1,-0
13-2090,Miscellaneous Financial Specialists,38,Health Monitoring,Health Monitoring,0.08870776710356751,1,0.08859183591678836
13-2090,Miscellaneous Financial Specialists,39,Medical Information,Medical Information,0.31406822916745564,3,0.30912157617211106
13-2090,Miscellaneous Financial Specialists,40,E-Healthcare,E-Healthcare,0,1,-0
15-1110,Computer and Information Research Scientists,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
15-1110,Computer and Information Research Scientists,2,3D Printing,3D Printing,0,0,-0
15-1110,Computer and Information Research Scientists,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
15-1110,Computer and Information Research Scientists,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
15-1110,Computer and Information Research Scientists,5,Internet of Things (IoT),IoT,0,0,-0
15-1110,Computer and Information Research Scientists,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
15-1110,Computer and Information Research Scientists,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
15-1110,Computer and Information Research Scientists,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
15-1110,Computer and Information Research Scientists,9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
15-1110,Computer and Information Research Scientists,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
15-1110,Computer and Information Research Scientists,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
15-1110,Computer and Information Research Scientists,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
15-1110,Computer and Information Research Scientists,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
15-1110,Computer and Information Research Scientists,14,Passenger Transportation,Passenger Transportation,0.4062684894352144,1,0.3958491566962985
15-1110,Computer and Information Research Scientists,15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
15-1110,Computer and Information Research Scientists,16,Digital Advertising,Digital Advertising,0.39767251895156286,1,0.38787344166497917
15-1110,Computer and Information Research Scientists,17,Electronic Trading and Auctions,E-Trading,0,0,-0
15-1110,Computer and Information Research Scientists,18,Online Shopping Platforms,Online Shopping,0,0,-0
15-1110,Computer and Information Research Scientists,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
15-1110,Computer and Information Research Scientists,20,Electronic Payments & Financial Transactions,E-Payment,0,2,-0
15-1110,Computer and Information Research Scientists,21,Mobile Payments,Mobile Payment,0.25498663028450735,1,0.2523013499023709
15-1110,Computer and Information Research Scientists,22,Gaming & Wagering Systems,Gaming,0,1,-0
15-1110,Computer and Information Research Scientists,23,Digital Authentication,Digital Authentification,1.2762621075534915,5,1.0638943454195016
15-1110,Computer and Information Research Scientists,24,E-Learning,E-Learning,3.8891460466171157,10,2.0674698595711813
15-1110,Computer and Information Research Scientists,25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
15-1110,Computer and Information Research Scientists,26,Voice Communication,Voice Communication,1.099784076005803,3,0.9502016758192817
15-1110,Computer and Information Research Scientists,27,Electronic Messaging,Electronic Messaging,3.101929472530628,10,1.85019586599434
15-1110,Computer and Information Research Scientists,28,Workflow Management,Workflow Management,4.635181773213721,17,2.2382606693068845
15-1110,Computer and Information Research Scientists,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
15-1110,Computer and Information Research Scientists,30,Information Processing,Information Processing,5.42615023469548,15,2.392761886001552
15-1110,Computer and Information Research Scientists,31,Cloud Computing,Cloud Computing,15.405796401300028,48,3.42894269600782
15-1110,Computer and Information Research Scientists,32,Recommender Systems,Recommender Systems,2.7600918900623443,8,1.739720841975231
15-1110,Computer and Information Research Scientists,33,Social Networking & Media Platforms,Social Networking,2.4714162211375883,9,1.6365627622581338
15-1110,Computer and Information Research Scientists,34,Digital Media Content,Digital Media Content,0.7716294125056995,6,0.7103609639402159
15-1110,Computer and Information Research Scientists,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.3899129253100096,2,0.38065349891488176
15-1110,Computer and Information Research Scientists,36,Machine Learning & Neural Networks,Machine Learning,1.42213889141604,5,1.1507829941160532
15-1110,Computer and Information Research Scientists,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
15-1110,Computer and Information Research Scientists,38,Health Monitoring,Health Monitoring,0,0,-0
15-1110,Computer and Information Research Scientists,39,Medical Information,Medical Information,0,0,-0
15-1110,Computer and Information Research Scientists,40,E-Healthcare,E-Healthcare,0,0,-0
15-1120,Computer and Information Analysts,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
15-1120,Computer and Information Analysts,2,3D Printing,3D Printing,0.10190016745867671,1,0.10172463723832026
15-1120,Computer and Information Analysts,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
15-1120,Computer and Information Analysts,4,Smart Agriculture & Water Management,Smart Agriculture,0.982085585528441,9,0.8686492825616312
15-1120,Computer and Information Analysts,5,Internet of Things (IoT),IoT,27.887704716349933,268,4.021654376965579
15-1120,Computer and Information Analysts,6,Predictive Energy Management and Distribution,Energy Management,1.0799775520952688,11,0.9368109997312116
15-1120,Computer and Information Analysts,7,Industrial Automation & Robot Control,Industrial Automation,10.791285327727241,87,3.0740260047009
15-1120,Computer and Information Analysts,8,Remote Monitoring & Control Systems,Remote Monitoring,24.097084693382904,188,3.8756683063975284
15-1120,Computer and Information Analysts,9,Smart Home & Intelligent Household Control,Smart Home,12.932346112917855,125,3.2543702713974016
15-1120,Computer and Information Analysts,10,Intelligent Logistics,Intelligent Logistics,0.26529627484876295,5,0.26227887862799554
15-1120,Computer and Information Analysts,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.3807232721676074,4,0.37207841319042884
15-1120,Computer and Information Analysts,12,Parking & Vehicle Space Management,Parking Management,1.808859776797935,18,1.3547353536857005
15-1120,Computer and Information Analysts,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,2.1205182135400955,19,1.4962693407558818
15-1120,Computer and Information Analysts,14,Passenger Transportation,Passenger Transportation,4.353352667880378,37,2.1770312752153105
15-1120,Computer and Information Analysts,15,Food Ordering & Vending Systems,Food Ordering,0.8512382638240787,9,0.7721806270346141
15-1120,Computer and Information Analysts,16,Digital Advertising,Digital Advertising,11.649443590548128,108,3.150242699053071
15-1120,Computer and Information Analysts,17,Electronic Trading and Auctions,E-Trading,24.403902562218857,191,3.8883097567790648
15-1120,Computer and Information Analysts,18,Online Shopping Platforms,Online Shopping,18.333323067956723,149,3.60261049118616
15-1120,Computer and Information Analysts,19,E-Coupons & Promotion Management,E-Coupons,6.034952307795024,56,2.4975097527304504
15-1120,Computer and Information Analysts,20,Electronic Payments & Financial Transactions,E-Payment,37.42739089032479,304,4.315728414137051
15-1120,Computer and Information Analysts,21,Mobile Payments,Mobile Payment,2.9911959809261446,31,1.8156587011656682
15-1120,Computer and Information Analysts,22,Gaming & Wagering Systems,Gaming,25.514106836977945,216,3.9327625104926227
15-1120,Computer and Information Analysts,23,Digital Authentication,Digital Authentification,113.64908063976463,951,5.426281996532083
15-1120,Computer and Information Analysts,24,E-Learning,E-Learning,49.03178606538701,384,4.5857199356789
15-1120,Computer and Information Analysts,25,Location-Based Services & Tracking,Location-Based Services,4.1708186365700355,38,2.135330589469214
15-1120,Computer and Information Analysts,26,Voice Communication,Voice Communication,50.618019576661936,409,4.617552370308177
15-1120,Computer and Information Analysts,27,Electronic Messaging,Electronic Messaging,84.39575685438174,673,5.128699404139666
15-1120,Computer and Information Analysts,28,Workflow Management,Workflow Management,101.7835820779419,760,5.316020126061089
15-1120,Computer and Information Analysts,29,Cloud Storage & Data Security,Cloud Storage,88.35896193188678,801,5.174586830625191
15-1120,Computer and Information Analysts,30,Information Processing,Information Processing,123.21494291575436,926,5.507093980751308
15-1120,Computer and Information Analysts,31,Cloud Computing,Cloud Computing,95.01109416434845,841,5.247168539231424
15-1120,Computer and Information Analysts,32,Recommender Systems,Recommender Systems,18.065392364245877,151,3.5879104148009273
15-1120,Computer and Information Analysts,33,Social Networking & Media Platforms,Social Networking,92.22915477319845,855,5.217452862401334
15-1120,Computer and Information Analysts,34,Digital Media Content,Digital Media Content,35.75361982006455,301,4.269994209917375
15-1120,Computer and Information Analysts,35,Augmented and Virtual Reality (AR/VR),AR/VR,5.273267979683028,51,2.3646690128946206
15-1120,Computer and Information Analysts,36,Machine Learning & Neural Networks,Machine Learning,18.729092277134097,180,3.623937171211265
15-1120,Computer and Information Analysts,37,Medical Imaging & Image Processing,Medical Imaging,15.958941712417909,123,3.464146613348603
15-1120,Computer and Information Analysts,38,Health Monitoring,Health Monitoring,186.47003335080893,1390,5.921424917456338
15-1120,Computer and Information Analysts,39,Medical Information,Medical Information,319.48931308822534,2141,6.459873454163374
15-1120,Computer and Information Analysts,40,E-Healthcare,E-Healthcare,550.3806478444302,3678,7.003758131697077
15-1130,Software Developers and Programmers,1,3D Printer Hardware,3D Printer Hardware,0,0,-0
15-1130,Software Developers and Programmers,2,3D Printing,3D Printing,0,0,-0
15-1130,Software Developers and Programmers,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
15-1130,Software Developers and Programmers,4,Smart Agriculture & Water Management,Smart Agriculture,4.156829765024822,49,2.1320638554219244
15-1130,Software Developers and Programmers,5,Internet of Things (IoT),IoT,5.217229972489717,79,2.3541743675227003
15-1130,Software Developers and Programmers,6,Predictive Energy Management and Distribution,Energy Management,0.40615008790317275,9,0.39573946007701927
15-1130,Software Developers and Programmers,7,Industrial Automation & Robot Control,Industrial Automation,20.510317809483215,210,3.7146690044324338
15-1130,Software Developers and Programmers,8,Remote Monitoring & Control Systems,Remote Monitoring,59.63873458842839,596,4.781522733644911
15-1130,Software Developers and Programmers,9,Smart Home & Intelligent Household Control,Smart Home,6.61192198374063,84,2.587691655143268
15-1130,Software Developers and Programmers,10,Intelligent Logistics,Intelligent Logistics,0.22169598757493514,2,0.21991898892288522
15-1130,Software Developers and Programmers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.18623376421092566,4,0.18517370229734656
15-1130,Software Developers and Programmers,12,Parking & Vehicle Space Management,Parking Management,0.46795012159127003,7,0.4523634388672773
15-1130,Software Developers and Programmers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,4.4043230329367145,49,2.1883793887473355
15-1130,Software Developers and Programmers,14,Passenger Transportation,Passenger Transportation,0.7550272892749529,12,0.6971641603323596
15-1130,Software Developers and Programmers,15,Food Ordering & Vending Systems,Food Ordering,0.7086797232593244,10,0.6597627741373228
15-1130,Software Developers and Programmers,16,Digital Advertising,Digital Advertising,17.73223291475453,216,3.5693253703252226
15-1130,Software Developers and Programmers,17,Electronic Trading and Auctions,E-Trading,1.3701065605745246,23,1.1204831400915958
15-1130,Software Developers and Programmers,18,Online Shopping Platforms,Online Shopping,16.077915076806892,175,3.471559496934662
15-1130,Software Developers and Programmers,19,E-Coupons & Promotion Management,E-Coupons,0.41543162099712083,11,0.4043248161476405
15-1130,Software Developers and Programmers,20,Electronic Payments & Financial Transactions,E-Payment,1.5545502416659918,24,1.2246462626631576
15-1130,Software Developers and Programmers,21,Mobile Payments,Mobile Payment,1.1204529769332308,15,0.9640353401623588
15-1130,Software Developers and Programmers,22,Gaming & Wagering Systems,Gaming,10.094629534203758,125,3.007595102695463
15-1130,Software Developers and Programmers,23,Digital Authentication,Digital Authentification,8.601202641222464,110,2.848411474770257
15-1130,Software Developers and Programmers,24,E-Learning,E-Learning,20.772652414835083,230,3.7273633816988805
15-1130,Software Developers and Programmers,25,Location-Based Services & Tracking,Location-Based Services,3.166952595931823,45,1.8699597208933338
15-1130,Software Developers and Programmers,26,Voice Communication,Voice Communication,22.604320959029632,250,3.811777182304456
15-1130,Software Developers and Programmers,27,Electronic Messaging,Electronic Messaging,9.721469358740983,111,2.970118828636162
15-1130,Software Developers and Programmers,28,Workflow Management,Workflow Management,67.61795940344136,668,4.907075473900252
15-1130,Software Developers and Programmers,29,Cloud Storage & Data Security,Cloud Storage,15.97434789497342,184,3.4651096244557182
15-1130,Software Developers and Programmers,30,Information Processing,Information Processing,20.17304491548116,211,3.6981082418618474
15-1130,Software Developers and Programmers,31,Cloud Computing,Cloud Computing,89.17096486446586,1031,5.183734100433904
15-1130,Software Developers and Programmers,32,Recommender Systems,Recommender Systems,25.02871948534897,292,3.9135699693689396
15-1130,Software Developers and Programmers,33,Social Networking & Media Platforms,Social Networking,28.46739549945082,371,4.042214945179409
15-1130,Software Developers and Programmers,34,Digital Media Content,Digital Media Content,14.84239806611775,174,3.3917679058303194
15-1130,Software Developers and Programmers,35,Augmented and Virtual Reality (AR/VR),AR/VR,3.1066411063463955,37,1.8516405419456645
15-1130,Software Developers and Programmers,36,Machine Learning & Neural Networks,Machine Learning,0.5983137079979794,9,0.5673783775026435
15-1130,Software Developers and Programmers,37,Medical Imaging & Image Processing,Medical Imaging,0.18589037867831398,3,0.18483611060774055
15-1130,Software Developers and Programmers,38,Health Monitoring,Health Monitoring,2.5540889684661034,29,1.6671340678345545
15-1130,Software Developers and Programmers,39,Medical Information,Medical Information,1.0203808284510771,10,0.8957118311245416
15-1130,Software Developers and Programmers,40,E-Healthcare,E-Healthcare,4.460659908826276,46,2.20077790294931
15-1140,Database and Systems Administrators and Network Architects,1,3D Printer Hardware,3D Printer Hardware,0.08143921371844254,1,0.08134945917114807
15-1140,Database and Systems Administrators and Network Architects,2,3D Printing,3D Printing,0.39572771753920993,7,0.3860656893299146
15-1140,Database and Systems Administrators and Network Architects,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
15-1140,Database and Systems Administrators and Network Architects,4,Smart Agriculture & Water Management,Smart Agriculture,2.8312047804153235,33,1.7636726553646214
15-1140,Database and Systems Administrators and Network Architects,5,Internet of Things (IoT),IoT,4.283662579062518,64,2.1613094327877467
15-1140,Database and Systems Administrators and Network Architects,6,Predictive Energy Management and Distribution,Energy Management,8.345922986693543,97,2.818490311970368
15-1140,Database and Systems Administrators and Network Architects,7,Industrial Automation & Robot Control,Industrial Automation,18.388587099073824,211,3.6056159062271367
15-1140,Database and Systems Administrators and Network Architects,8,Remote Monitoring & Control Systems,Remote Monitoring,49.38463627009652,505,4.592889041597802
15-1140,Database and Systems Administrators and Network Architects,9,Smart Home & Intelligent Household Control,Smart Home,13.347274616948644,175,3.28585976513145
15-1140,Database and Systems Administrators and Network Architects,10,Intelligent Logistics,Intelligent Logistics,1.8074372590911545,26,1.3540469008150335
15-1140,Database and Systems Administrators and Network Architects,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.51818237971573,10,0.4974152215690359
15-1140,Database and Systems Administrators and Network Architects,12,Parking & Vehicle Space Management,Parking Management,1.5125574962462651,25,1.2017087378364382
15-1140,Database and Systems Administrators and Network Architects,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,11.241153212610017,120,3.1147011922171837
15-1140,Database and Systems Administrators and Network Architects,14,Passenger Transportation,Passenger Transportation,3.5890311960241763,43,1.9898958722667648
15-1140,Database and Systems Administrators and Network Architects,15,Food Ordering & Vending Systems,Food Ordering,3.1868245105623236,39,1.8759262771791791
15-1140,Database and Systems Administrators and Network Architects,16,Digital Advertising,Digital Advertising,37.37201108558499,430,4.314248187621028
15-1140,Database and Systems Administrators and Network Architects,17,Electronic Trading and Auctions,E-Trading,4.869002184915957,61,2.2864185319711408
15-1140,Database and Systems Administrators and Network Architects,18,Online Shopping Platforms,Online Shopping,18.004384712634184,191,3.5845328424294904
