soc3d,soc3d_label,tech40_id,tech40_label,tech40_labelshort,cosine3d,n_patent,xposure3d
25-4000,"Librarians, Curators, and Archivists",15,Food Ordering & Vending Systems,Food Ordering,0.33953614845372604,8,0.3333291586123535
25-4000,"Librarians, Curators, and Archivists",16,Digital Advertising,Digital Advertising,0.14790079330080036,2,0.14736682011017108
25-4000,"Librarians, Curators, and Archivists",17,Electronic Trading and Auctions,E-Trading,0,0,-0
25-4000,"Librarians, Curators, and Archivists",18,Online Shopping Platforms,Online Shopping,0.8776050743280629,20,0.7921279784939733
25-4000,"Librarians, Curators, and Archivists",19,E-Coupons & Promotion Management,E-Coupons,0.0744641653282098,1,0.0743955202682126
25-4000,"Librarians, Curators, and Archivists",20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
25-4000,"Librarians, Curators, and Archivists",21,Mobile Payments,Mobile Payment,0,0,-0
25-4000,"Librarians, Curators, and Archivists",22,Gaming & Wagering Systems,Gaming,0,0,-0
25-4000,"Librarians, Curators, and Archivists",23,Digital Authentication,Digital Authentification,0.11962332178866217,3,0.1193398470029667
25-4000,"Librarians, Curators, and Archivists",24,E-Learning,E-Learning,3.886090305809312,52,2.0667086213609953
25-4000,"Librarians, Curators, and Archivists",25,Location-Based Services & Tracking,Location-Based Services,0.8473103947461369,10,0.769186757035103
25-4000,"Librarians, Curators, and Archivists",26,Voice Communication,Voice Communication,0.3890953868210636,7,0.3798917076732865
25-4000,"Librarians, Curators, and Archivists",27,Electronic Messaging,Electronic Messaging,0.23676091788341275,5,0.23460295363802622
25-4000,"Librarians, Curators, and Archivists",28,Workflow Management,Workflow Management,0.7308363450582548,19,0.6777457024345233
25-4000,"Librarians, Curators, and Archivists",29,Cloud Storage & Data Security,Cloud Storage,4.608647192471846,82,2.2326494523149947
25-4000,"Librarians, Curators, and Archivists",30,Information Processing,Information Processing,1.9136390044117708,28,1.404332886157114
25-4000,"Librarians, Curators, and Archivists",31,Cloud Computing,Cloud Computing,0.06826435454422745,1,0.06821144651781463
25-4000,"Librarians, Curators, and Archivists",32,Recommender Systems,Recommender Systems,2.10144019374444,29,1.4881018512760904
25-4000,"Librarians, Curators, and Archivists",33,Social Networking & Media Platforms,Social Networking,0.20736184312907918,5,0.20590382615671632
25-4000,"Librarians, Curators, and Archivists",34,Digital Media Content,Digital Media Content,1.7766152829902764,32,1.3390274294704527
25-4000,"Librarians, Curators, and Archivists",35,Augmented and Virtual Reality (AR/VR),AR/VR,0.4294114605819285,18,0.41720276868782136
25-4000,"Librarians, Curators, and Archivists",36,Machine Learning & Neural Networks,Machine Learning,0.04716364529798582,1,0.047146177567645824
25-4000,"Librarians, Curators, and Archivists",37,Medical Imaging & Image Processing,Medical Imaging,0,1,-0
25-4000,"Librarians, Curators, and Archivists",38,Health Monitoring,Health Monitoring,0,0,-0
25-4000,"Librarians, Curators, and Archivists",39,Medical Information,Medical Information,0.08374587064565142,2,0.08364828816365813
25-4000,"Librarians, Curators, and Archivists",40,E-Healthcare,E-Healthcare,0,1,-0
25-9000,"Other Education, Training, and Library Occupations",1,3D Printer Hardware,3D Printer Hardware,0,1,-0
25-9000,"Other Education, Training, and Library Occupations",2,3D Printing,3D Printing,0.06803863678014295,1,0.06798625112258616
25-9000,"Other Education, Training, and Library Occupations",3,Additive Manufacturing,Additive Manufacturing,0,0,-0
25-9000,"Other Education, Training, and Library Occupations",4,Smart Agriculture & Water Management,Smart Agriculture,4.0195177158972575,47,2.0994354511946
25-9000,"Other Education, Training, and Library Occupations",5,Internet of Things (IoT),IoT,4.925828036735288,77,2.297787302511925
25-9000,"Other Education, Training, and Library Occupations",6,Predictive Energy Management and Distribution,Energy Management,0.3387325215319177,6,0.332568106000939
25-9000,"Other Education, Training, and Library Occupations",7,Industrial Automation & Robot Control,Industrial Automation,0.07997527468759714,1,0.07989026490110872
25-9000,"Other Education, Training, and Library Occupations",8,Remote Monitoring & Control Systems,Remote Monitoring,0.09719175174636108,2,0.09703938250682129
25-9000,"Other Education, Training, and Library Occupations",9,Smart Home & Intelligent Household Control,Smart Home,10.662888822690535,155,3.0621081649608692
25-9000,"Other Education, Training, and Library Occupations",10,Intelligent Logistics,Intelligent Logistics,0,0,-0
25-9000,"Other Education, Training, and Library Occupations",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
25-9000,"Other Education, Training, and Library Occupations",12,Parking & Vehicle Space Management,Parking Management,0,0,-0
25-9000,"Other Education, Training, and Library Occupations",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
25-9000,"Other Education, Training, and Library Occupations",14,Passenger Transportation,Passenger Transportation,0,0,-0
25-9000,"Other Education, Training, and Library Occupations",15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
25-9000,"Other Education, Training, and Library Occupations",16,Digital Advertising,Digital Advertising,0.6562207393474662,12,0.6164326375427227
25-9000,"Other Education, Training, and Library Occupations",17,Electronic Trading and Auctions,E-Trading,0,0,-0
25-9000,"Other Education, Training, and Library Occupations",18,Online Shopping Platforms,Online Shopping,0.17563468897806256,3,0.1747440150791855
25-9000,"Other Education, Training, and Library Occupations",19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
25-9000,"Other Education, Training, and Library Occupations",20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
25-9000,"Other Education, Training, and Library Occupations",21,Mobile Payments,Mobile Payment,0.08231654725285999,1,0.08222386656609561
25-9000,"Other Education, Training, and Library Occupations",22,Gaming & Wagering Systems,Gaming,0.19386059802489655,7,0.19266640979588226
25-9000,"Other Education, Training, and Library Occupations",23,Digital Authentication,Digital Authentification,0.20744021348604103,3,0.20598056345572074
25-9000,"Other Education, Training, and Library Occupations",24,E-Learning,E-Learning,212.8393502247219,2617,6.053690356048407
25-9000,"Other Education, Training, and Library Occupations",25,Location-Based Services & Tracking,Location-Based Services,0.07188031424158359,1,0.0718185594272756
25-9000,"Other Education, Training, and Library Occupations",26,Voice Communication,Voice Communication,0.15950055924466516,7,0.15883189257594857
25-9000,"Other Education, Training, and Library Occupations",27,Electronic Messaging,Electronic Messaging,0.8225529819981003,11,0.7501824665341971
25-9000,"Other Education, Training, and Library Occupations",28,Workflow Management,Workflow Management,1.152483565883519,24,0.9851948153489319
25-9000,"Other Education, Training, and Library Occupations",29,Cloud Storage & Data Security,Cloud Storage,2.2169738174019344,33,1.5366619402251211
25-9000,"Other Education, Training, and Library Occupations",30,Information Processing,Information Processing,1.0728546990335686,23,0.9319630182931565
25-9000,"Other Education, Training, and Library Occupations",31,Cloud Computing,Cloud Computing,0.21160774113480202,9,0.21005951659592634
25-9000,"Other Education, Training, and Library Occupations",32,Recommender Systems,Recommender Systems,4.770973873841376,66,2.266504105481779
25-9000,"Other Education, Training, and Library Occupations",33,Social Networking & Media Platforms,Social Networking,1.3182298100039573,24,1.0895172116640697
25-9000,"Other Education, Training, and Library Occupations",34,Digital Media Content,Digital Media Content,56.05520067476251,771,4.719563665084194
25-9000,"Other Education, Training, and Library Occupations",35,Augmented and Virtual Reality (AR/VR),AR/VR,10.643792948746768,162,3.0603235319961244
25-9000,"Other Education, Training, and Library Occupations",36,Machine Learning & Neural Networks,Machine Learning,0.567190807893972,12,0.5404884690528423
25-9000,"Other Education, Training, and Library Occupations",37,Medical Imaging & Image Processing,Medical Imaging,0.16194073180142265,2,0.16124114611314955
25-9000,"Other Education, Training, and Library Occupations",38,Health Monitoring,Health Monitoring,0.22036002992419274,9,0.21861451538446644
25-9000,"Other Education, Training, and Library Occupations",39,Medical Information,Medical Information,0,1,-0
25-9000,"Other Education, Training, and Library Occupations",40,E-Healthcare,E-Healthcare,1.198233184721735,15,1.0148415550001941
27-1000,Art and Design Workers,1,3D Printer Hardware,3D Printer Hardware,0.028505861062062668,1,0.028502001904733287
27-1000,Art and Design Workers,2,3D Printing,3D Printing,0.712115209668459,34,0.6625634857339954
27-1000,Art and Design Workers,3,Additive Manufacturing,Additive Manufacturing,0.16284265336650172,5,0.16213140549371044
27-1000,Art and Design Workers,4,Smart Agriculture & Water Management,Smart Agriculture,0.2670824845411074,10,0.2640049816060823
27-1000,Art and Design Workers,5,Internet of Things (IoT),IoT,0.1851634746961357,7,0.18412140278634415
27-1000,Art and Design Workers,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
27-1000,Art and Design Workers,7,Industrial Automation & Robot Control,Industrial Automation,0,0,-0
27-1000,Art and Design Workers,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
27-1000,Art and Design Workers,9,Smart Home & Intelligent Household Control,Smart Home,0.0635154579491401,3,0.06347282947287565
27-1000,Art and Design Workers,10,Intelligent Logistics,Intelligent Logistics,0,1,-0
27-1000,Art and Design Workers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
27-1000,Art and Design Workers,12,Parking & Vehicle Space Management,Parking Management,0,1,-0
27-1000,Art and Design Workers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
27-1000,Art and Design Workers,14,Passenger Transportation,Passenger Transportation,0,0,-0
27-1000,Art and Design Workers,15,Food Ordering & Vending Systems,Food Ordering,0.0354704403806596,2,0.035463006720178485
27-1000,Art and Design Workers,16,Digital Advertising,Digital Advertising,30.984105570349488,994,4.126881841009536
27-1000,Art and Design Workers,17,Electronic Trading and Auctions,E-Trading,0.13220359116708522,8,0.13182148445168182
27-1000,Art and Design Workers,18,Online Shopping Platforms,Online Shopping,2.193281531813979,62,1.526876849696466
27-1000,Art and Design Workers,19,E-Coupons & Promotion Management,E-Coupons,0.3738305398045015,19,0.36562939416234597
27-1000,Art and Design Workers,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
27-1000,Art and Design Workers,21,Mobile Payments,Mobile Payment,0,0,-0
27-1000,Art and Design Workers,22,Gaming & Wagering Systems,Gaming,0.15406446348656389,6,0.1534614074670689
27-1000,Art and Design Workers,23,Digital Authentication,Digital Authentification,0,0,-0
27-1000,Art and Design Workers,24,E-Learning,E-Learning,0.23688280733288242,8,0.23472156239692188
27-1000,Art and Design Workers,25,Location-Based Services & Tracking,Location-Based Services,0.07436363043963996,3,0.07429526258133907
27-1000,Art and Design Workers,26,Voice Communication,Voice Communication,0.09591488248431794,5,0.0957684238682867
27-1000,Art and Design Workers,27,Electronic Messaging,Electronic Messaging,0.05622499963805942,3,0.0561954181481349
27-1000,Art and Design Workers,28,Workflow Management,Workflow Management,0.24096036708832266,10,0.23868749604164666
27-1000,Art and Design Workers,29,Cloud Storage & Data Security,Cloud Storage,0,0,-0
27-1000,Art and Design Workers,30,Information Processing,Information Processing,0.2745381967993721,14,0.2712014611028848
27-1000,Art and Design Workers,31,Cloud Computing,Cloud Computing,0.021582063171228735,2,0.02158038808713809
27-1000,Art and Design Workers,32,Recommender Systems,Recommender Systems,1.4054252956579982,41,1.1411313946675259
27-1000,Art and Design Workers,33,Social Networking & Media Platforms,Social Networking,0.29221595453137045,13,0.288209349854459
27-1000,Art and Design Workers,34,Digital Media Content,Digital Media Content,0.6260070448625719,26,0.5909974648453735
27-1000,Art and Design Workers,35,Augmented and Virtual Reality (AR/VR),AR/VR,10.412898840930099,353,3.0384902254970028
27-1000,Art and Design Workers,36,Machine Learning & Neural Networks,Machine Learning,0.567213527079553,24,0.5405082307075979
27-1000,Art and Design Workers,37,Medical Imaging & Image Processing,Medical Imaging,1.0854222218631426,42,0.9405051783373752
27-1000,Art and Design Workers,38,Health Monitoring,Health Monitoring,0,0,-0
27-1000,Art and Design Workers,39,Medical Information,Medical Information,0,0,-0
27-1000,Art and Design Workers,40,E-Healthcare,E-Healthcare,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",1,3D Printer Hardware,3D Printer Hardware,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",2,3D Printing,3D Printing,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",3,Additive Manufacturing,Additive Manufacturing,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",5,Internet of Things (IoT),IoT,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",7,Industrial Automation & Robot Control,Industrial Automation,0,1,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",8,Remote Monitoring & Control Systems,Remote Monitoring,0,1,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",9,Smart Home & Intelligent Household Control,Smart Home,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",10,Intelligent Logistics,Intelligent Logistics,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",12,Parking & Vehicle Space Management,Parking Management,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",14,Passenger Transportation,Passenger Transportation,0,1,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",15,Food Ordering & Vending Systems,Food Ordering,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",16,Digital Advertising,Digital Advertising,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",17,Electronic Trading and Auctions,E-Trading,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",18,Online Shopping Platforms,Online Shopping,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",19,E-Coupons & Promotion Management,E-Coupons,0.03684624114297781,1,0.03683790887699699
27-2000,"Entertainers and Performers, Sports and Related Workers",20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",21,Mobile Payments,Mobile Payment,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",22,Gaming & Wagering Systems,Gaming,1.9138332430940994,62,1.4044228424630334
27-2000,"Entertainers and Performers, Sports and Related Workers",23,Digital Authentication,Digital Authentification,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",24,E-Learning,E-Learning,0.23122031381649372,5,0.22920807631252096
27-2000,"Entertainers and Performers, Sports and Related Workers",25,Location-Based Services & Tracking,Location-Based Services,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",26,Voice Communication,Voice Communication,0,1,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",27,Electronic Messaging,Electronic Messaging,0.11410857536288213,3,0.113862384971962
27-2000,"Entertainers and Performers, Sports and Related Workers",28,Workflow Management,Workflow Management,0.2650122156504717,9,0.26200430759420035
27-2000,"Entertainers and Performers, Sports and Related Workers",29,Cloud Storage & Data Security,Cloud Storage,0,1,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",30,Information Processing,Information Processing,0.10222578592121442,5,0.10204857287588613
27-2000,"Entertainers and Performers, Sports and Related Workers",31,Cloud Computing,Cloud Computing,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",32,Recommender Systems,Recommender Systems,0.1805472291067642,10,0.17958045237880674
27-2000,"Entertainers and Performers, Sports and Related Workers",33,Social Networking & Media Platforms,Social Networking,0.0664272371731135,2,0.06637848136456083
27-2000,"Entertainers and Performers, Sports and Related Workers",34,Digital Media Content,Digital Media Content,0.49750030567709747,17,0.4789749134752902
27-2000,"Entertainers and Performers, Sports and Related Workers",35,Augmented and Virtual Reality (AR/VR),AR/VR,0.1273522800245127,7,0.1270105224528589
27-2000,"Entertainers and Performers, Sports and Related Workers",36,Machine Learning & Neural Networks,Machine Learning,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",38,Health Monitoring,Health Monitoring,1.2501249328505688,33,1.0476710552042112
27-2000,"Entertainers and Performers, Sports and Related Workers",39,Medical Information,Medical Information,0,0,-0
27-2000,"Entertainers and Performers, Sports and Related Workers",40,E-Healthcare,E-Healthcare,0,0,-0
27-3000,Media and Communication Workers,1,3D Printer Hardware,3D Printer Hardware,0,2,-0
27-3000,Media and Communication Workers,2,3D Printing,3D Printing,0.20021243333706723,14,0.19889841411815098
27-3000,Media and Communication Workers,3,Additive Manufacturing,Additive Manufacturing,0,1,-0
27-3000,Media and Communication Workers,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
27-3000,Media and Communication Workers,5,Internet of Things (IoT),IoT,0.024717859154678667,2,0.024715342857489657
27-3000,Media and Communication Workers,6,Predictive Energy Management and Distribution,Energy Management,0,0,-0
27-3000,Media and Communication Workers,7,Industrial Automation & Robot Control,Industrial Automation,0,1,-0
27-3000,Media and Communication Workers,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
27-3000,Media and Communication Workers,9,Smart Home & Intelligent Household Control,Smart Home,0.03287962939832054,2,0.0328737080814931
27-3000,Media and Communication Workers,10,Intelligent Logistics,Intelligent Logistics,0,0,-0
27-3000,Media and Communication Workers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0,0,-0
27-3000,Media and Communication Workers,12,Parking & Vehicle Space Management,Parking Management,0.03732785570282609,1,0.03731919255533742
27-3000,Media and Communication Workers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0.03874916445011077,1,0.03873947403240296
27-3000,Media and Communication Workers,14,Passenger Transportation,Passenger Transportation,0.5840358692660428,21,0.555087655140973
27-3000,Media and Communication Workers,15,Food Ordering & Vending Systems,Food Ordering,0.1160431286010575,3,0.11578425464227274
27-3000,Media and Communication Workers,16,Digital Advertising,Digital Advertising,27.437296906334257,774,4.005382395212486
27-3000,Media and Communication Workers,17,Electronic Trading and Auctions,E-Trading,0.24188080924767233,10,0.23958223303917908
27-3000,Media and Communication Workers,18,Online Shopping Platforms,Online Shopping,0.1941759489766454,6,0.1929759878351362
27-3000,Media and Communication Workers,19,E-Coupons & Promotion Management,E-Coupons,0.6680391162740915,24,0.6262867026548152
27-3000,Media and Communication Workers,20,Electronic Payments & Financial Transactions,E-Payment,0.07389997473004975,4,0.07383287566427124
27-3000,Media and Communication Workers,21,Mobile Payments,Mobile Payment,0,1,-0
27-3000,Media and Communication Workers,22,Gaming & Wagering Systems,Gaming,2.625720016071155,82,1.6929365195830943
27-3000,Media and Communication Workers,23,Digital Authentication,Digital Authentification,0.1021102706683319,4,0.10193365583565195
27-3000,Media and Communication Workers,24,E-Learning,E-Learning,4.415097298037437,112,2.1907621938150053
27-3000,Media and Communication Workers,25,Location-Based Services & Tracking,Location-Based Services,0.6830503287789397,21,0.6387255785235573
27-3000,Media and Communication Workers,26,Voice Communication,Voice Communication,2.2384698227099378,64,1.5454650630067936
27-3000,Media and Communication Workers,27,Electronic Messaging,Electronic Messaging,5.480177037733698,164,2.4025068860367726
27-3000,Media and Communication Workers,28,Workflow Management,Workflow Management,0.4982885409836255,21,0.47968052584692583
27-3000,Media and Communication Workers,29,Cloud Storage & Data Security,Cloud Storage,0.05231376691876941,2,0.052289934812658506
27-3000,Media and Communication Workers,30,Information Processing,Information Processing,1.2188694732384986,46,1.0279972516792533
27-3000,Media and Communication Workers,31,Cloud Computing,Cloud Computing,0.1792787942246694,8,0.1783320610644405
27-3000,Media and Communication Workers,32,Recommender Systems,Recommender Systems,0.6627738686711135,30,0.6219032042591321
27-3000,Media and Communication Workers,33,Social Networking & Media Platforms,Social Networking,11.79625203459089,376,3.1627208171432004
27-3000,Media and Communication Workers,34,Digital Media Content,Digital Media Content,12.78185175481937,378,3.2427002283200075
27-3000,Media and Communication Workers,35,Augmented and Virtual Reality (AR/VR),AR/VR,0.11784837349964992,6,0.1175772799619638
27-3000,Media and Communication Workers,36,Machine Learning & Neural Networks,Machine Learning,0.6486655683665838,26,0.6101051269914561
27-3000,Media and Communication Workers,37,Medical Imaging & Image Processing,Medical Imaging,0,0,-0
27-3000,Media and Communication Workers,38,Health Monitoring,Health Monitoring,0,0,-0
27-3000,Media and Communication Workers,39,Medical Information,Medical Information,0.18068622719936592,4,0.1797172372510169
27-3000,Media and Communication Workers,40,E-Healthcare,E-Healthcare,0,2,-0
27-4000,Media and Communication Equipment Workers,1,3D Printer Hardware,3D Printer Hardware,0.04672944350617532,2,0.0467124534753387
27-4000,Media and Communication Equipment Workers,2,3D Printing,3D Printing,0.5262738080493391,20,0.5045875150616864
27-4000,Media and Communication Equipment Workers,3,Additive Manufacturing,Additive Manufacturing,0,0,-0
27-4000,Media and Communication Equipment Workers,4,Smart Agriculture & Water Management,Smart Agriculture,0.5766793130791333,17,0.5487249948965869
27-4000,Media and Communication Equipment Workers,5,Internet of Things (IoT),IoT,0.4836921768211341,18,0.46657830285039364
27-4000,Media and Communication Equipment Workers,6,Predictive Energy Management and Distribution,Energy Management,0.1469572394603741,4,0.14643335633359233
27-4000,Media and Communication Equipment Workers,7,Industrial Automation & Robot Control,Industrial Automation,4.393066598689582,101,2.1858840203210153
27-4000,Media and Communication Equipment Workers,8,Remote Monitoring & Control Systems,Remote Monitoring,4.1794861038751945,92,2.137349454690123
27-4000,Media and Communication Equipment Workers,9,Smart Home & Intelligent Household Control,Smart Home,3.6652773433661396,93,2.0101613622846406
27-4000,Media and Communication Equipment Workers,10,Intelligent Logistics,Intelligent Logistics,0.8023224359051038,14,0.734480746713127
27-4000,Media and Communication Equipment Workers,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,8.047868750016319,168,2.7823922461173574
27-4000,Media and Communication Equipment Workers,12,Parking & Vehicle Space Management,Parking Management,0.6223194551259736,16,0.5878692193408086
27-4000,Media and Communication Equipment Workers,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,8.538506265405887,171,2.8411448269779527
27-4000,Media and Communication Equipment Workers,14,Passenger Transportation,Passenger Transportation,0.1718202033859508,4,0.17098582336863324
27-4000,Media and Communication Equipment Workers,15,Food Ordering & Vending Systems,Food Ordering,0.17068283951671584,6,0.16986477924365398
27-4000,Media and Communication Equipment Workers,16,Digital Advertising,Digital Advertising,34.48354301333272,683,4.233839550847988
27-4000,Media and Communication Equipment Workers,17,Electronic Trading and Auctions,E-Trading,0.1582190143524863,9,0.15756621879980914
27-4000,Media and Communication Equipment Workers,18,Online Shopping Platforms,Online Shopping,0.5644919974777516,16,0.5381396132680889
27-4000,Media and Communication Equipment Workers,19,E-Coupons & Promotion Management,E-Coupons,1.5242612485012774,38,1.2081460260745096
27-4000,Media and Communication Equipment Workers,20,Electronic Payments & Financial Transactions,E-Payment,0.604133159426748,17,0.5723658208914623
27-4000,Media and Communication Equipment Workers,21,Mobile Payments,Mobile Payment,8.21488102162376,174,2.8027785979874933
27-4000,Media and Communication Equipment Workers,22,Gaming & Wagering Systems,Gaming,2.842409546148142,68,1.767397768838751
27-4000,Media and Communication Equipment Workers,23,Digital Authentication,Digital Authentification,1.5833457741980728,45,1.2401234386476143
27-4000,Media and Communication Equipment Workers,24,E-Learning,E-Learning,8.124473673014663,160,2.791794262795252
27-4000,Media and Communication Equipment Workers,25,Location-Based Services & Tracking,Location-Based Services,17.58729016977986,346,3.561130937524224
27-4000,Media and Communication Equipment Workers,26,Voice Communication,Voice Communication,43.28680351565043,852,4.4611283962004835
27-4000,Media and Communication Equipment Workers,27,Electronic Messaging,Electronic Messaging,18.554077667773896,378,3.6145621844280873
27-4000,Media and Communication Equipment Workers,28,Workflow Management,Workflow Management,0.41809691891342454,11,0.4067850055431845
27-4000,Media and Communication Equipment Workers,29,Cloud Storage & Data Security,Cloud Storage,3.5189100538232254,96,1.9709025294936082
27-4000,Media and Communication Equipment Workers,30,Information Processing,Information Processing,3.02321545212061,88,1.8257623763994073
27-4000,Media and Communication Equipment Workers,31,Cloud Computing,Cloud Computing,1.0310366725601339,36,0.9031504347630936
27-4000,Media and Communication Equipment Workers,32,Recommender Systems,Recommender Systems,2.1990169538059994,55,1.529253632342364
27-4000,Media and Communication Equipment Workers,33,Social Networking & Media Platforms,Social Networking,13.139713945211323,308,3.270231287391336
27-4000,Media and Communication Equipment Workers,34,Digital Media Content,Digital Media Content,129.15788709053277,2535,5.5541977535547
27-4000,Media and Communication Equipment Workers,35,Augmented and Virtual Reality (AR/VR),AR/VR,28.397970075220783,550,4.0397747055503475
27-4000,Media and Communication Equipment Workers,36,Machine Learning & Neural Networks,Machine Learning,6.142167483370494,138,2.5148866453262175
27-4000,Media and Communication Equipment Workers,37,Medical Imaging & Image Processing,Medical Imaging,5.670621418793026,111,2.4361313698401044
27-4000,Media and Communication Equipment Workers,38,Health Monitoring,Health Monitoring,2.4017854415214113,54,1.6101244031486368
27-4000,Media and Communication Equipment Workers,39,Medical Information,Medical Information,0.408513911039825,11,0.3979286360499549
27-4000,Media and Communication Equipment Workers,40,E-Healthcare,E-Healthcare,1.312740631995909,31,1.0861953136457265
29-1000,Health Diagnosing and Treating Practitioners,1,3D Printer Hardware,3D Printer Hardware,0.018935378522713122,8,0.018934247163128498
29-1000,Health Diagnosing and Treating Practitioners,2,3D Printing,3D Printing,0.0391576832247343,12,0.03914768321956729
29-1000,Health Diagnosing and Treating Practitioners,3,Additive Manufacturing,Additive Manufacturing,0.8005242300783625,94,0.7330775586240033
29-1000,Health Diagnosing and Treating Practitioners,4,Smart Agriculture & Water Management,Smart Agriculture,0,0,-0
29-1000,Health Diagnosing and Treating Practitioners,5,Internet of Things (IoT),IoT,0.06580062389099346,13,0.06575323309879459
29-1000,Health Diagnosing and Treating Practitioners,6,Predictive Energy Management and Distribution,Energy Management,0,3,-0
29-1000,Health Diagnosing and Treating Practitioners,7,Industrial Automation & Robot Control,Industrial Automation,0.029887360104417046,10,0.029882912389883266
29-1000,Health Diagnosing and Treating Practitioners,8,Remote Monitoring & Control Systems,Remote Monitoring,0,0,-0
29-1000,Health Diagnosing and Treating Practitioners,9,Smart Home & Intelligent Household Control,Smart Home,0.013465303666805279,5,0.013464896791086431
29-1000,Health Diagnosing and Treating Practitioners,10,Intelligent Logistics,Intelligent Logistics,0.019349028066659012,3,0.019347820939401763
29-1000,Health Diagnosing and Treating Practitioners,11,Autonomous Vehicles & UAVs,Autonomous Vehicles,0.015224387866115581,2,0.015223799804307195
29-1000,Health Diagnosing and Treating Practitioners,12,Parking & Vehicle Space Management,Parking Management,0,0,-0
29-1000,Health Diagnosing and Treating Practitioners,13,Vehicle Telematics & Electric Vehicle Management,Vehicle Telematics,0.01515629232207209,2,0.015155712115319398
29-1000,Health Diagnosing and Treating Practitioners,14,Passenger Transportation,Passenger Transportation,0,0,-0
29-1000,Health Diagnosing and Treating Practitioners,15,Food Ordering & Vending Systems,Food Ordering,0.0761247540103491,14,0.07605142153391586
29-1000,Health Diagnosing and Treating Practitioners,16,Digital Advertising,Digital Advertising,0,0,-0
29-1000,Health Diagnosing and Treating Practitioners,17,Electronic Trading and Auctions,E-Trading,0,0,-0
29-1000,Health Diagnosing and Treating Practitioners,18,Online Shopping Platforms,Online Shopping,0.04501116198534963,5,0.04499597702113037
29-1000,Health Diagnosing and Treating Practitioners,19,E-Coupons & Promotion Management,E-Coupons,0,0,-0
29-1000,Health Diagnosing and Treating Practitioners,20,Electronic Payments & Financial Transactions,E-Payment,0,0,-0
29-1000,Health Diagnosing and Treating Practitioners,21,Mobile Payments,Mobile Payment,0,0,-0
29-1000,Health Diagnosing and Treating Practitioners,22,Gaming & Wagering Systems,Gaming,0.06908313237549757,10,0.06902830041689284
29-1000,Health Diagnosing and Treating Practitioners,23,Digital Authentication,Digital Authentification,0.008099331977313799,1,0.008099243428340385
